"flowInd","flowStat","duration","numHdrs","ethType","srcPort","dstPort","l4Proto","dstPortClassN","numPktsSnt","numPktsRcvd","numBytesSnt","numBytesRcvd","minPktSz","maxPktSz","avePktSize","stdPktSize","maxIAT","aveIAT","stdIAT","pktps","bytps","pktAsm","bytAsm","tcpFStat","ipMindIPID","ipMaxdIPID","ipMinTTL","ipMaxTTL","ipTTLChg","ipToS","ipFlags","tcpISeqN","tcpPSeqCnt","tcpSeqSntBytes","tcpSeqFaultCnt","tcpPAckCnt","tcpFlwLssAckRcvdBytes","tcpAckFaultCnt","tcpBFlgtMx","tcpInitWinSz","tcpAveWinSz","tcpMinWinSz","tcpMaxWinSz","tcpWinSzDwnCnt","tcpWinSzUpCnt","tcpWinSzChgDirCnt","tcpFlags","tcpAnomaly","tcpOptPktCnt","tcpOptCnt","tcpOptions","tcpMSS","tcpWS","tcpTmS","tcpTmER","tcpEcI","tcpUtm","tcpBtm","tcpSSASAATrip","tcpRTTAckTripMin","tcpRTTAckTripMax","tcpRTTAckTripAve","tcpRTTAckTripJitAve","tcpRTTSseqAA","tcpRTTAckJitAve","tcpStatesAFlags","icmpStat","icmpTCcnt","icmpEchoSuccRatio","icmpPFindex","connSip","connDip","connSipDip","connSipDprt","connF","connG","connNumPCnt","connNumBCnt","isVPN"
567,288230376151728128,5.005406,3,2048,61339,443,6,443,14,19,1750,17472,0,1153,125,287.6742,4.020165,0.357529,0.9995344,2.796976,349.622,-0.1515152,-0.817917,2611,0,0,64,64,0,0,64,2894639411,13,1750,0,13,17472,0,1233,65535,129524.8,65535,131328,4,5,5,283,0,14,46,286,1460,64,3139159610,3084551452,0.004,12556639.04,1677216784,0.02522502,0.000755008,4.019897,0.2237765,0.8695741,0.02538803,0,0,0,0,0,0,6,1,8,12,2,1.5,46191,1952791,"0"
567,288230376151728128,5.004944,3,2048,443,61339,6,443,19,14,17472,1750,0,1368,919.5789,517.4893,4.020314,0.2634181,0.8825362,3.796246,3490.948,0.1515152,0.817917,531,44729,20791,56,56,0,0,68,3669644633,19,17472,0,19,1750,0,9760,65160,64514.65,64512,65160,2,0,0,795,0,19,59,286,1380,512,3084552394,3139159610,0.001,3084552.541,1686688871,0.000163008,0.000105984,0.881702,0.06417072,0.2185065,0.2879472,0.8966071,0,0,0,0,0,1,6,7,11,11,1.571429,7828,7586135,"0"
568,288230376151728128,4.98929,3,2048,443,61340,6,443,18,14,17493,1750,0,1368,971.8333,502.5417,4.035652,0.2771828,0.9054583,3.607728,3506.11,0.125,0.8181157,531,58564,6957,56,56,0,0,68,1642279275,18,17493,0,18,1750,0,9576,65160,64519.4,64512,65160,2,0,0,795,0,18,56,286,1380,512,3736269269,3014648082,0.001,3736269.446,1686037159,0.000238976,8.4e-05,0.855611,0.06232869,0.2120251,0.2989841,0.918669,0,0,0,0,0,1,6,6,10,10,1.666667,7846,7603632,"0"
569,288230376151728128,5.003511,3,2048,61341,443,6,443,16,20,1750,17502,0,1153,109.375,272.0483,4.057971,0.3127195,0.9545133,3.197755,349.7544,-0.1111111,-0.8182007,2611,0,0,64,64,0,0,64,1249952533,15,1750,0,15,17502,0,1233,65535,130057.5,65535,131328,5,6,6,283,0,16,52,286,1460,64,2926951015,3084561449,0.001,2926951.154,1686846482,0.02148096,0.000638976,4.057707,0.2125294,0.8586517,0.02165894,0,0,0,0,0,0,6,1,7,11,1.833333,1.571429,46441,1962624,"0"
570,288230376151728128,4.995509,3,2048,61342,443,6,443,15,20,1750,17497,0,1153,116.6667,279.5474,4.072501,0.333034,0.9829515,3.002697,350.3146,-0.1428571,-0.8181535,2611,0,0,64,64,0,0,64,3932056361,14,1750,0,14,17497,0,1233,65535,129725.2,65535,131328,4,5,5,283,0,15,49,286,1460,64,2424997792,1156992408,0.001,2424997.907,1687348441,0.02014496,0.000250944,4.072284,0.2142974,0.861509,0.020368,0,0,0,0,0,0,6,1,7,11,1.833333,1.571429,46533,1966894,"0"
570,288230376151728128,5.000981,3,2048,443,61342,6,443,20,15,17497,1750,0,1368,874.85,538.4189,4.072616,0.2500491,0.8723347,3.999215,3498.714,0.1428571,0.8181535,531,15131,50388,56,56,0,0,16452,3506080753,20,17497,0,20,1750,0,9760,65160,64513.86,64512,65160,2,0,0,795,0,20,62,286,1380,512,1156993348,2424997792,0.001,1156993.403,1688616445,0.00022304,7.2e-05,0.826849,0.05617482,0.1989987,0.2704722,0.8841935,0,0,0,0,0,1,6,6,10,10,1.666667,7884,7638618,"0"
571,288230376151728128,4.997663,3,2048,61343,443,6,443,15,19,1750,17492,0,1153,116.6667,279.5474,4.086334,0.3331776,0.9855543,3.001403,350.1637,-0.1176471,-0.8181062,2611,0,0,64,64,0,0,64,1479511147,14,1750,0,14,17492,0,1233,65535,129945.7,65535,131328,5,6,6,283,0,15,49,286,1460,64,1718148400,3736283340,0.001,1718148.482,1688055295,0.02169299,0.002940992,4.086117,0.2259341,0.8842466,0.02199104,0,0,0,0,0,0,6,1,8,12,2,1.5,46687,1972457,"0"
571,288230376151728128,4.997825,3,2048,443,61343,6,443,19,15,17492,1750,0,1368,920.6316,508.8636,4.086293,0.2630434,0.8939393,3.801654,3499.922,0.1176471,0.8181062,531,49183,16337,56,56,0,0,16452,1066724248,19,17492,0,19,1750,0,9994,65160,64514.65,64512,65160,2,0,0,795,0,19,59,286,1380,512,3736284274,1718148400,0.001,3736284.451,1686037159,0.000298048,0.000118976,0.809368,0.05515087,0.1947523,0.281085,0.9054394,0,0,0,0,0,1,6,7,11,11,1.571429,7904,7656045,"0"
572,288230376151728128,5.002071,3,2048,443,61344,6,443,19,14,17494,1750,0,1368,920.7368,508.8001,3.996468,0.2632669,0.8780769,3.798427,3497.352,0.1515152,0.8181251,531,1153,64367,56,56,0,0,68,1375001900,19,17494,0,19,1750,0,9994,65160,64517.18,64512,65160,2,0,0,795,0,19,59,286,1380,512,3736289280,2302955214,0.001,3736289.457,1686037160,0.000174976,0.000120064,0.898587,0.06565549,0.2226257,0.2889332,0.8924439,0,0,0,0,0,1,6,7,11,11,1.571429,7922,7673565,"0"
573,288230376151728128,4.992962,3,2048,443,61345,6,443,18,14,17427,1750,0,1368,968.1667,502.4755,4.016431,0.2773868,0.9018939,3.605075,3490.313,0.125,0.8174897,531,35756,29765,56,56,0,0,68,4118013600,18,17427,0,18,1750,0,10944,65160,64515.79,64512,65160,2,0,0,795,0,18,56,286,1380,512,2364735043,3713343032,0.001,2364735.155,1687408718,0.000260992,0.000102016,0.873914,0.06354863,0.2165938,0.2974305,0.9159863,0,0,0,0,0,1,6,6,10,10,1.666667,7938,7691113,"0"
574,288230376151728128,5.000503,3,2048,61346,443,6,443,14,18,1750,17520,0,1153,125,287.6742,4.045787,0.3571788,1.00521,2.799718,349.9648,-0.125,-0.8183705,2611,0,0,64,64,0,0,64,1606713786,13,1750,0,13,17520,0,1233,65535,129234.4,65535,131328,4,5,5,283,0,14,46,286,1460,64,2524524862,2426585014,0.001,2524524.982,1687248934,0.02214598,0.000507968,4.045566,0.2337091,0.8969477,0.02226701,0,0,0,0,0,0,6,1,7,11,1.833333,1.571429,47026,1986565,"0"
574,288230376151728128,5.002709,3,2048,443,61346,6,443,18,14,17520,1750,0,1368,973.3333,502.6917,4.045722,0.2779283,0.9078499,3.598051,3502.103,0.125,0.8183705,531,47077,18444,56,56,0,0,68,2197460485,18,17520,0,18,1750,0,10944,65160,64519.4,64512,65160,2,0,0,795,0,18,56,286,1380,512,2426585956,2524524862,0.001,2426586.071,1687346872,0.000121024,9.6e-05,0.860272,0.06235572,0.2132616,0.2960648,0.9219521,0,0,0,0,0,1,6,6,10,10,1.666667,7956,7708632,"0"
575,288230376151728128,4.997656,3,2048,61347,443,6,443,15,18,1750,17548,0,1153,116.6667,279.5474,4.05474,0.3331771,0.9792849,3.001407,350.1642,-0.09090909,-0.818634,2611,0,0,64,64,0,0,64,658316200,14,1750,0,14,17548,0,1233,65535,129585.1,65535,131328,6,4,7,283,0,15,49,286,1460,64,2355677878,1157017414,0.001,2355677.99,1687417786,0.02135302,0.000616,4.054518,0.2375791,0.8981402,0.021536,0,0,0,0,0,0,6,1,8,12,2,1.5,47222,1992128,"0"
575,288230376151728128,5.003488,3,2048,443,61347,6,443,18,15,17548,1750,0,1368,974.8889,502.9224,4.054644,0.2779716,0.9092647,3.59749,3507.153,0.09090909,0.818634,531,37538,27983,56,56,0,0,68,2393151321,18,17548,0,18,1750,0,9576,65160,64517.28,64512,65160,2,0,0,795,0,18,56,286,1380,512,1157018351,2355677878,0.001,1157018.406,1688616445,0.000182976,6.8e-05,0.844439,0.05755579,0.2031887,0.2951349,0.9208373,0,0,0,0,0,1,6,7,11,11,1.571429,7977,7726156,"0"
576,288230376151728128,4.996145,3,2048,61348,443,6,443,14,18,1750,17519,0,1153,125,287.6742,4.064113,0.3568675,1.00833,2.802161,350.2701,-0.125,-0.8183611,2611,0,0,64,64,0,0,64,3044239196,13,1750,0,13,17519,0,1233,65535,129533.9,65535,131328,4,5,5,283,0,14,46,286,1460,64,854884984,2364749119,0.001,854885.0246,1688918583,0.02343706,0.001710976,4.063893,0.2389421,0.9000319,0.023744,0,0,0,0,0,0,6,1,7,11,1.833333,1.571429,47320,1996398,"0"
576,288230376151728128,4.999707,3,2048,443,61348,6,443,18,14,17519,1750,0,1368,973.2778,502.6848,4.064002,0.2777615,0.9106246,3.600211,3504.005,0.125,0.8183611,531,42081,23440,56,56,0,0,68,3896142296,18,17519,0,18,1750,0,10944,65160,64519.4,64512,65160,2,0,0,795,0,18,56,286,1380,512,2364750049,854884984,0.001,2364750.161,1687408718,0.000306944,0.000108992,0.826723,0.06044107,0.2048156,0.2993832,0.9230422,0,0,0,0,0,1,6,6,10,10,1.666667,7994,7743737,"0"
577,288230376151728128,4.989044,3,2048,61349,443,6,443,15,19,1750,17524,0,1153,116.6667,279.5474,4.087865,0.3326029,0.9856353,3.006588,350.7686,-0.1176471,-0.8184082,2611,0,0,64,64,0,0,64,3457958687,14,1750,0,14,17524,0,1233,65535,129847.6,65535,131328,4,6,5,283,0,15,49,286,1460,64,2026218038,3889666887,0.001,2026218.134,1687747255,0.023536,6.9e-05,4.087656,0.226263,0.8845369,0.02380103,0,0,0,0,0,0,6,1,7,11,1.833333,1.571429,47455,2001961,"0"
577,288230376151728128,4.990852,3,2048,443,61349,6,443,19,15,17524,1750,0,1368,922.3158,530.0847,4.087727,0.2626764,0.894076,3.806965,3511.224,0.1176471,0.8184082,531,43193,22327,56,56,0,0,68,2647353824,19,17524,0,19,1750,0,9576,65160,64514.65,64512,65160,2,0,0,795,0,19,59,286,1380,512,3889667813,2026218038,0.001,3889667.998,1685883807,0.000265024,5.2e-05,0.799552,0.05431906,0.1924317,0.280582,0.9052268,0,0,0,0,0,1,6,6,10,10,1.666667,8013,7761273,"0"
585,288230376151728128,0,3,2048,55118,23,6,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,65535,0,254,254,0,0,0,958798090,0,0,0,0,0,0,0,29200,29200,29200,29200,0,0,0,2,12288,1,1,4,1380,1,0,0,0,0,0,0.000206992,0.000206992,0.000206992,0.000206992,0,0.000206992,0,3,0,0,0,0,1,1,2,2,2,1,1,0,"0"
585,288230376151728128,0,3,2048,23,55118,6,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,65535,0,64,64,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1044,8192,0,0,0,0,1,0,0,0,0,0,0,65535,0,0,0,0.000206992,0,67,0,0,0,0,1,1,1,1,1,1,47556,2006848,"0"
578,288230376151728128,5.004953,3,2048,61350,443,6,443,15,19,1750,17581,0,1153,116.6667,279.5474,4.014233,0.3336635,0.971533,2.997031,349.6536,-0.1176471,-0.8189437,2611,0,0,64,64,0,0,64,1710515815,14,1750,0,14,17581,0,1233,65535,129938.6,65535,131328,5,5,6,283,0,15,49,286,1460,64,4123636291,3084606449,0.001,4123636.487,1685649842,0.02114099,0.000500992,4.014013,0.2238089,0.8682235,0.021344,0,0,0,0,0,0,8,1,8,16,2,2,47571,2010862,"0"
578,288230376151728128,5.012191,3,2048,443,61350,6,443,19,15,17581,1750,0,1368,925.3158,506.3889,4.014078,0.2637995,0.8818686,3.790757,3507.648,0.1176471,0.8189437,531,33733,31787,56,56,0,0,16452,2480893398,19,17581,0,19,1750,0,9994,65160,64517.18,64512,65160,2,0,0,795,0,19,59,286,1380,512,3084607396,4123636291,0.004,12338430.17,1677435048,0.000203008,6.5e-05,0.89461,0.06092034,0.2152689,0.2847292,0.8945126,0,0,0,0,0,1,8,7,15,15,2.142857,8033,7778716,"0"
579,288230376151728128,4.995486,3,2048,61351,443,6,443,13,19,1750,17536,0,1153,134.6154,296.5138,4.019941,0.3842682,1.028736,2.60235,350.3163,-0.1875,-0.8185212,2611,0,0,64,64,0,0,64,3734283301,12,1750,0,12,17536,0,1233,65535,128948,65535,131328,4,5,5,283,0,13,43,286,1460,64,2962172180,3084611462,0.001,2962172.321,1686811312,0.02491501,0.002875008,4.019739,0.2232975,0.8696528,0.02522598,0,0,0,0,0,0,8,1,8,16,2,2,47686,2019922,"0"
579,288230376151728128,4.997133,3,2048,443,61351,6,443,19,13,17536,1750,0,1368,922.9474,530.227,4.019913,0.263007,0.8822941,3.80218,3509.212,0.1875,0.8185212,531,34551,30969,56,56,0,0,68,3824339609,19,17536,0,19,1750,0,10944,65160,64514.65,64512,65160,2,0,0,795,0,19,59,286,1380,512,3084612394,2962172180,0.001,3084612.541,1686688871,0.000310976,9.1e-05,0.8747301,0.0684844,0.2236279,0.2917819,0.8979452,0,0,0,0,0,1,8,7,15,15,2.142857,8051,7796198,"0"
580,288230376151728128,4.99474,3,2048,61352,443,6,443,14,18,1750,17443,0,1153,125,287.6742,4.038988,0.3567672,1.003325,2.802949,350.3686,-0.125,-0.8176419,2611,0,0,64,64,0,0,64,2338513613,13,1750,0,13,17443,0,1233,65535,129543.3,65535,131328,4,5,5,283,0,14,46,286,1460,64,417508075,1157042414,0.001,417508.0948,1689355980,0.02245498,0.000438976,4.038762,0.2358776,0.8948381,0.02274099,0,0,0,0,0,0,9,1,8,18,2,2.25,47792,2025443,"0"
580,288230376151728128,4.995625,3,2048,443,61352,6,443,18,14,17443,1750,0,1368,969.0555,502.4524,4.038827,0.2775347,0.9061121,3.603153,3491.655,0.125,0.8176419,531,93,65428,56,56,0,0,68,1222055784,18,17443,0,18,1750,0,10944,65160,64519.4,64512,65160,2,0,0,795,0,18,56,286,1380,512,1157043347,417508075,0.001,1157043.402,1688616445,0.000286016,6.5e-05,0.856354,0.06241581,0.2122018,0.2982934,0.9196547,0,0,0,0,0,1,9,7,17,17,2.428571,8070,7813672,"0"
587,288230376151728128,4.99894,3,2048,61355,443,6,443,14,18,1750,17482,0,1153,125,287.6742,4.062184,0.3570671,1.00855,2.800594,350.0742,-0.125,-0.8180116,2611,0,0,64,64,0,0,64,155843375,13,1750,0,13,17482,0,1233,65535,129540.1,65535,131328,4,6,5,283,0,14,46,286,1460,64,2362755426,2237955580,0.001,2362755.538,1687410738,0.01986099,0.000665024,4.061965,0.2371239,0.8999888,0.020152,0,0,0,0,0,0,9,1,8,20,2.222222,2.5,47959,2032059,"0"
587,288230376151728128,5.003538,3,2048,443,61355,6,443,18,14,17482,1750,0,1368,971.2222,502.501,4.062095,0.2779743,0.9107157,3.597454,3493.927,0.125,0.8180116,531,46792,18729,56,56,0,0,68,3831481089,18,17482,0,18,1750,0,10944,65160,64519.4,64512,65160,2,0,0,795,0,18,56,286,1380,512,2237956521,2362755426,0.001,2237956.627,1687535537,0.000291008,9.5e-05,0.84155,0.06124156,0.2085617,0.2983655,0.9238387,0,0,0,0,0,1,9,7,19,19,2.714286,8088,7831100,"0"
588,288230376151728128,4.990982,3,2048,61356,443,6,443,16,19,1750,17474,0,1153,109.375,273.9524,4.07672,0.3119364,0.9581251,3.205782,350.6324,-0.08571429,-0.8179359,2611,0,0,64,64,0,0,64,1093114455,15,1750,0,15,17474,0,1233,65535,129771.5,65535,131328,6,5,7,283,0,16,52,286,1460,64,87170849,3736338340,0.001,87170.85314,1689686329,0.02045901,0.000769024,4.076494,0.2225733,0.8828165,0.02070598,0,0,0,0,0,0,10,1,8,22,2.2,2.75,48064,2037404,"0"
588,288230376151728128,4.995125,3,2048,443,61356,6,443,19,16,17474,1750,0,1368,919.6842,529.6288,4.076612,0.2629013,0.892395,3.803709,3498.211,0.08571429,0.8179359,531,56277,9243,56,56,0,0,68,3055513428,19,17474,0,19,1750,0,10944,65160,64514.65,64512,65160,2,0,0,795,0,19,59,286,1380,512,3736339274,87170849,0.001,3736339.451,1686037159,0.000246976,4.7e-05,0.819875,0.05222587,0.1919262,0.2747992,0.9034383,0,0,0,0,0,1,10,7,21,21,3,8106,7848557,"0"
594,288230376151728128,4.998598,3,2048,61358,443,6,443,14,18,1750,17428,0,1153,125,287.6742,3.995456,0.3570427,0.99459,2.800785,350.0982,-0.125,-0.8174992,2611,0,0,64,64,0,0,64,3846649661,13,1750,0,13,17428,0,1233,65535,129552.7,65535,131328,4,5,5,283,0,14,46,286,1460,64,1441667746,3084631453,0.001,1441667.814,1688331836,0.02080403,0.002137024,3.995237,0.2336732,0.8851095,0.02111706,0,0,0,0,0,0,12,1,7,27,2.25,3.857143,48491,2051154,"0"
605,288230376151728128,5.927177,3,2048,61363,443,6,443,40,73,1341,86240,0,517,33.525,99.68837,5.513163,0.1481794,0.8480065,6.748575,226.246,-0.2920354,-0.9693769,18995,0,0,64,64,0,0,64,1577937875,37,1341,0,37,86209,1,517,65535,63846.09,0,131328,18,15,19,287,8,38,121,318,1460,64,1287067052,2903400202,0.001,1287067.113,1688486447,0.02387398,4.7e-05,0.03888397,0.01876482,0.01433856,0.02408,0,82,0,0,0,0,12,1,2,28,2.333333,14,48661,2056477,"0"
605,288230376151728128,5.902863,3,2048,443,61363,6,443,73,40,86240,1341,0,1368,1181.37,433.7361,5.540075,0.08086114,0.6392032,12.36688,14609.86,0.2920354,0.9693769,531,1,56688,57,57,0,0,16452,1599819213,70,87608,0,73,1341,0,20520,65160,64299.02,64256,65160,3,0,0,795,576,73,221,286,1380,128,2903405741,1287067052,0.001,2903405.879,1686870109,0.000206016,1.5e-05,5.513233,0.1453248,0.8595165,0.1640897,0.8596361,2,0,0,0,0,1,12,1,27,27,27,73,86240,"0"
596,288230376151728128,4.989955,3,2048,61360,443,6,443,15,18,1750,17457,0,1153,116.6667,279.5474,4.013938,0.3326637,0.9711006,3.006039,350.7046,-0.09090909,-0.8177748,2611,0,0,64,64,0,0,64,313929160,14,1750,0,14,17457,0,1233,65535,129610.7,65535,131328,5,5,6,283,0,15,49,286,1460,64,1713607662,1157062411,0.001,1713607.743,1688059901,0.02070694,0.000517952,4.013717,0.2322613,0.8897848,0.02085894,0,0,0,0,0,0,11,1,7,27,2.454545,3.857143,48669,2056508,"0"
596,288230376151728128,4.988747,3,2048,443,61360,6,443,18,15,17457,1750,0,1368,969.8333,502.4527,4.013875,0.2771526,0.9015694,3.60812,3499.275,0.09090909,0.8177748,531,51316,14205,56,56,0,0,68,327714239,18,17457,0,18,1750,0,9576,65160,64519.4,64512,65160,2,0,0,795,0,18,56,286,1380,512,1157063339,1713607662,0.001,1157063.394,1688616445,0.000152,6.6e-05,0.882763,0.05979042,0.2125017,0.2920518,0.9148082,0,0,0,0,0,1,11,6,26,26,4.333333,8141,7883510,"0"
584,288230376151728128,32.971954,3,2048,61353,443,6,443,16,14,4045,4893,0,1368,252.8125,422.605,30.01803,2.060747,6.957271,0.4852609,122.68,0.06666667,-0.09487581,2579,0,0,64,64,0,0,64,908237475,13,4045,0,15,4893,0,2036,65535,130654.4,65535,131328,3,6,4,283,192,16,52,286,1460,64,1993395508,2544675771,0.001,1993395.603,1687780123,0.08134598,0.003227008,30.01779,4.706222,9.938818,0.08158899,0,2,0,0,0,0,11,1,4,26,2.363636,6.5,48704,2059518,"0"
584,288230376151728128,32.973261,3,2048,443,61353,6,443,14,16,4893,4045,0,1368,349.5,488.1308,30.01131,2.355233,7.363708,0.4245864,148.393,-0.06666667,0.09487581,18963,60835,26904,46,46,0,0,16452,2121729229,13,4893,0,13,2646,1,2736,65535,94986.77,0,137216,1,3,2,799,8,13,44,318,1380,2048,2544675771,1993365488,0.001,2544675.892,1687228843,0.000243008,0.000102016,0.01627101,0.002440128,0.003789577,4.708662,9.938819,66,0,0,0,0,1,11,3,25,25,8.333333,26,10854,"0"
586,288230376151728128,33.458235,3,2048,61354,443,6,443,17,15,4045,5992,0,1368,237.9412,415.6794,30.07693,1.968132,6.799126,0.5080961,120.897,0.0625,-0.1939823,18995,0,0,64,64,0,0,64,1138032685,14,4045,0,16,4894,1,2036,65535,130754.1,65535,131328,3,5,4,283,200,17,58,318,1460,64,303901758,2611681925,0.01,3039017.512,1686734505,0.08092903,0.02439098,30.07672,4.651941,9.647445,0.08119603,0,2,0,0,0,0,11,1,2,24,2.181818,12,48803,2062102,"0"
586,288230376151728128,33.455995,3,2048,443,61354,6,443,15,17,5992,4045,0,1368,399.4667,505.1853,30.07692,2.2304,7.175534,0.4483502,179.1009,-0.0625,0.1939823,18963,1,30502,47,47,0,0,64,1201518542,13,4894,0,14,2646,1,3834,65535,95183.22,0,137216,1,3,2,799,200,14,47,318,1380,2048,2611681925,303871678,0.01,26116818.67,1663656703,0.000267008,0.000187968,0.0124,0.001812416,0.002691686,4.653754,9.647446,66,0,0,0,0,1,11,1,23,23,23,29,10885,"0"
601,288230376151728128,5.00839,3,2048,61362,443,6,443,14,19,1750,17476,0,1153,125,287.6742,4.035666,0.3577422,1.003222,2.79531,349.4137,-0.1515152,-0.8179548,2611,0,0,64,64,0,0,64,466340172,13,1750,0,13,17476,0,1233,65535,129533,65535,131328,4,6,5,283,0,14,46,286,1460,64,1919608118,2364794100,0.004,7678432.837,1682095081,0.02055802,0.000571008,4.035446,0.22295,0.8733303,0.02072698,0,0,0,0,0,0,10,1,8,24,2.4,3,48807,2062102,"0"
601,288230376151728128,5.013156,3,2048,443,61362,6,443,19,14,17476,1750,0,1368,919.7895,529.6428,4.035518,0.2638503,0.8855771,3.790028,3486.028,0.1515152,0.8179548,531,57586,7934,56,56,0,0,68,3417300327,19,17476,0,19,1750,0,11231,65160,64514.65,64512,65160,2,0,0,795,0,19,59,286,1380,512,2364795052,1919608118,0.004,9459180.657,1680314333,0.00016896,7.2e-05,0.875664,0.06358735,0.2170473,0.2865373,0.8998974,0,0,0,0,0,1,10,7,23,23,3.285714,8163,7901008,"0"
600,288230376151728128,6.21716,3,2048,61361,443,6,443,15,11,1698,7353,0,517,113.2,160.1098,5.542942,0.4144773,1.322291,2.412677,273.1151,0.1538462,-0.6247928,2611,0,0,64,64,0,0,64,1501309604,14,1698,0,14,7353,0,517,65535,260674.6,65535,262144,5,6,6,283,0,1,7,286,1460,64,4244928437,0,0.004,16979714.55,1672793794,0.05099002,0.050327,0.05585005,0.05285364,0.001479689,0.05118502,0,0,0,0,0,0,10,1,2,22,2.2,11,48875,2066372,"0"
600,288230376151728128,6.165896,3,2048,443,61361,6,443,11,15,7353,1698,0,1380,668.4545,495.996,5.594615,0.560536,1.520301,1.784007,1192.527,-0.1538462,0.6247928,2577,1,1,108,108,0,0,64,952060481,11,7353,0,11,1698,0,6243,65535,510927.4,65535,524288,2,2,3,795,0,1,6,30,1380,256,0,0,0,0,0,0.000195008,0.000195008,5.543155,0.3902117,1.328758,0.4430653,1.328759,0,0,0,0,0,1,10,1,21,21,21,11,7353,"0"
609,288230376151728128,5.551305,3,2048,61364,443,6,443,17,16,4121,6831,0,1380,242.4118,419.8272,4.908593,0.3265474,1.110201,3.062343,742.348,0.03030303,-0.2474434,2611,0,0,64,64,0,0,64,417246133,14,4121,0,16,6831,0,2066,65535,261403.5,65535,262144,4,4,5,283,192,1,7,286,1460,64,488264704,0,0.004,1953058.909,1687820451,0.117515,0.001326016,0.138925,0.1020097,0.04618913,0.117772,0,0,0,0,0,0,9,1,4,20,2.222222,5,48875,2066372,"0"
609,288230376151728128,5.433458,3,2048,443,61364,6,443,16,17,6831,4121,0,1380,426.9375,522.341,4.924782,0.3395911,1.147255,2.944718,1257.21,-0.03030303,0.2474434,18961,1,1,109,109,0,0,16448,1532503162,16,6831,0,16,2741,2,6303,65535,521998.6,65535,524288,2,2,3,795,8,3,12,62,1380,256,0,0,0,0,0,0.000256992,6.9e-05,4.805447,0.2843871,1.094387,0.3863968,1.095362,0,0,0,0,0,1,9,3,19,19,6.333333,29,13618,"0"
610,288230376151728128,2.892695,3,2048,61365,443,6,443,15,13,1726,6787,0,611,115.0667,186.1894,2.232447,0.1928463,0.5275857,5.185476,596.6754,0.07142857,-0.5945025,2611,0,0,64,64,0,0,64,3663932642,14,1726,0,14,6787,0,1051,65535,260712.5,65535,262144,4,4,5,283,0,1,7,286,1460,64,1199782031,0,0.004,4799128.352,1684974383,0.121387,0.003318016,0.1382219,0.1039276,0.03821405,0.121637,0,0,0,0,0,0,9,1,2,18,2,9,48875,2066372,"0"
610,288230376151728128,2.771044,3,2048,443,61365,6,443,13,15,6787,1726,0,1380,522.0769,537.7695,2.370844,0.2131572,0.6001529,4.691372,2449.257,-0.07142857,0.5945025,2577,1,1,109,109,0,0,64,1776506559,13,6787,0,13,1726,0,6303,65535,517763.6,65535,524288,2,2,3,795,0,1,6,30,1380,256,0,0,0,0,0,0.00025,9.5e-05,2.232622,0.1511657,0.536078,0.2550934,0.5374384,0,0,0,0,0,1,9,1,17,17,17,29,13618,"0"
592,288230376151728128,31.112774,3,2048,61357,443,6,443,14,13,1077,4702,0,517,76.92857,148.4077,30.96324,2.222341,7.601479,0.4499759,34.61601,0.03703704,-0.6272712,531,0,0,64,64,0,0,64,475091409,11,1077,0,11,4678,0,536,65535,1956.778,0,65535,2,0,0,287,0,12,40,286,1460,64,1274395899,2667739155,0.004,5097583.838,1684675942,0.02454099,0.000529984,0.02485498,0.01767669,0.009034442,0.02478099,0,82,0,0,0,0,8,1,6,16,2,2.666667,48879,2066396,"0"
592,288230376151728128,31.088166,3,2048,443,61357,6,443,13,14,4702,1077,0,1368,361.6923,464.7112,30.98896,2.391397,7.87192,0.4181656,151.2473,-0.03703704,0.6272712,531,1,19188,57,57,0,0,64,3048701442,13,4702,0,13,1077,0,2736,65160,64453.96,64384,65160,2,0,0,795,0,13,41,286,1380,128,2667770144,1274395899,0.004,10671081.08,1679102444,0.00024,6.7e-05,30.9646,4.425242,10.3518,4.442919,10.35181,18,0,0,0,0,1,8,5,15,15,3,33,14059,"0"
611,288230376151728128,4.994422,3,2048,61366,443,6,443,15,18,1750,17477,0,1153,116.6667,279.5474,4.036635,0.3329615,0.9753713,3.00335,350.3909,-0.09090909,-0.8179643,2611,0,0,64,64,0,0,64,1338776619,14,1750,0,14,17477,0,1233,65535,129859.3,65535,131328,4,5,5,283,0,15,49,286,1460,64,1772212899,2237980588,0.001,1772212.983,1688001307,0.02199002,0.000297984,4.036404,0.2358802,0.8942822,0.02224102,0,0,0,0,0,0,8,1,8,16,2,2,48883,2066396,"0"
595,288230376151728128,31.119342,3,2048,61359,443,6,443,12,13,1077,4702,0,517,89.75,156.9521,30.97112,2.593279,8.118196,0.3856122,34.6087,-0.04,-0.6272712,531,0,0,64,64,0,0,64,2713500161,10,1077,0,10,4678,0,536,65535,3167.825,0,65535,2,0,0,287,0,11,37,286,1460,64,377085574,2667745000,0.004,1508342.368,1688265189,0.02851501,0.00066304,0.02851501,0.02381733,0.00652996,0.02881805,0,66,0,0,0,0,8,1,4,14,1.75,3.5,48984,2071983,"0"
