"flowInd","flowStat","duration","numHdrs","ethType","srcPort","dstPort","l4Proto","dstPortClassN","numPktsSnt","numPktsRcvd","numBytesSnt","numBytesRcvd","minPktSz","maxPktSz","avePktSize","stdPktSize","maxIAT","aveIAT","stdIAT","pktps","bytps","pktAsm","bytAsm","tcpFStat","ipMindIPID","ipMaxdIPID","ipMinTTL","ipMaxTTL","ipTTLChg","ipToS","ipFlags","tcpISeqN","tcpPSeqCnt","tcpSeqSntBytes","tcpSeqFaultCnt","tcpPAckCnt","tcpFlwLssAckRcvdBytes","tcpAckFaultCnt","tcpBFlgtMx","tcpInitWinSz","tcpAveWinSz","tcpMinWinSz","tcpMaxWinSz","tcpWinSzDwnCnt","tcpWinSzUpCnt","tcpWinSzChgDirCnt","tcpFlags","tcpAnomaly","tcpOptPktCnt","tcpOptCnt","tcpOptions","tcpMSS","tcpWS","tcpTmS","tcpTmER","tcpEcI","tcpUtm","tcpBtm","tcpSSASAATrip","tcpRTTAckTripMin","tcpRTTAckTripMax","tcpRTTAckTripAve","tcpRTTAckTripJitAve","tcpRTTSseqAA","tcpRTTAckJitAve","tcpStatesAFlags","icmpStat","icmpTCcnt","icmpEchoSuccRatio","icmpPFindex","connSip","connDip","connSipDip","connSipDprt","connF","connG","connNumPCnt","connNumBCnt","isLab"
125,288230376151728128,7.001319,3,2048,59634,7000,6,7000,7,0,0,0,0,0,0,0,1.926877,1.000188,0.4418451,0.9998116,0,1,0,19,0,0,63,63,0,96,64,3155734023,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,1,7,49,286,1386,0,2519912793,0,0.001,2519912.913,1688559528,0,65535,0,0,0,0,0,3,0,0,0,0,1,5,2,2,2,1,49,0,"1"
133,288230376151728128,0,3,2048,39764,5061,6,5061,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,65535,0,254,254,0,0,0,1766685483,0,0,0,0,0,0,0,64240,64240,64240,64240,0,0,0,2,4096,1,1,4,1380,0,0,0,0,0,0,0,65535,0,0,0,0,0,3,0,0,0,0,1,12,3,3,3,1,5895,872762,"1"
39,288230376151728128,0,3,2048,39061,8080,6,8080,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,65535,0,242,242,0,0,64,2394175943,0,0,0,0,0,0,0,14600,14600,14600,14600,0,0,0,2,4096,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,3,0,0,0,0,1,2,1,1,1,1,26,688,"1"
64,288230376151728128,3.377903,3,2048,443,61010,6,443,7,0,120,0,0,24,17.14286,8.9057,1.763903,0.4825576,0.5550075,2.072292,35.525,-1,1,19,1,1,248,248,0,0,0,1552713480,2,24,0,7,0,0,0,134,134,134,134,0,0,0,281,0,7,21,258,0,0,2965469356,1776737132,0.001,2965469.497,1688112941,0,65535,0,0,0,0,0,3,0,0,0,0,1,5,5,23,23,4.6,56,960,"1"
18,68,0,2,2054,0,0,0,0,1,1,42,28,42,42,42,0,0,0,0,0,0,0,0.2,0,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
58,576460752303456256,7.004429,3,34525,5353,5353,17,5353,4,0,688,0,172,172,172,0,4.001664,1.751107,1.256393,0.5710673,98.22357,1,1,1,65535,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,57,688,"1"
115,288230376151728128,0,3,2048,68,67,17,67,1,1,300,300,300,300,300,0,0,0,0,0,0,0,0,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009131008,0.009131008,0.009131008,0.009131008,0,0.009131008,0,0,0,0,0,0,1,1,2,2,2,1,8471,1231314,"1"
51,288230376151728128,6.942596,3,2048,57821,7000,6,7000,7,0,0,0,0,0,0,0,1.945932,0.9917994,0.4477553,1.008268,0,1,0,19,0,0,63,63,0,96,64,2103626334,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,1,7,49,286,1386,0,4020499180,0,0.001,4020499.371,1687076699,0,65535,0,0,0,0,0,3,0,0,0,0,1,5,2,2,2,1,77,0,"1"
137,288230376151728128,6.963382,3,2048,51993,7000,6,7000,7,0,0,0,0,0,0,0,1.946036,0.9947689,0.4518788,1.005259,0,1,0,19,0,0,63,63,0,96,64,2268435603,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,1,7,49,286,1386,0,4089969180,0,0.001,4089969.374,1686998249,0,65535,0,0,0,0,0,3,0,0,0,0,1,5,1,1,1,1,27,84,"1"
210,288230376151728128,7.101441,3,2048,56752,7000,6,7000,7,0,0,0,0,0,0,0,2.093056,1.014492,0.4862263,0.9857154,0,1,0,19,0,0,63,63,0,96,64,10549632,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,1,7,49,286,1386,0,2126086610,0,0.01,21260865.62,1669820541,0,65535,0,0,0,0,0,3,0,0,0,0,1,8,1,1,1,1,92,0,"1"
142,288230376151728128,6.882764,3,2048,62447,7000,6,7000,7,0,0,0,0,0,0,0,1.961567,0.983252,0.4546972,1.017033,0,1,0,19,0,0,63,63,0,96,64,1005889768,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,4097,7,49,286,1386,0,2776352466,0,0.1,277635250.7,1413453095,0,65535,0,0,0,0,0,3,0,0,0,0,1,5,2,2,2,1,70,0,"1"
146,288230376151728128,7.04171,3,2048,58633,7000,6,7000,7,0,0,0,0,0,0,0,2.038107,1.005959,0.4716375,0.9940767,0,1,0,19,0,0,63,63,0,96,64,996440342,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,1,7,49,286,1386,0,3623749581,0,0.01,36237495,1654861661,0,65535,0,0,0,0,0,3,0,0,0,0,1,6,2,2,2,1,16228,2398628,"1"
100,288230376151728128,0,3,2048,5353,5353,17,5353,1,0,398,0,398,398,398,0,0,0,0,0,0,1,1,1,65535,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,5680,847162,"1"
228,288230376151728128,0,3,2048,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,65535,0,1,1,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,0,1,7,1,1,1,1,50,0,"1"
159,288230376151728128,0,3,2048,12114,22,6,22,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,65535,0,254,254,0,0,0,1487692860,0,0,0,0,0,0,0,64952,64952,64952,64952,0,0,0,2,4096,1,1,4,1380,0,0,0,0,0,0,0,65535,0,0,0,0,0,3,0,0,0,0,1,8,12,12,12,1,50,0,"1"
19,288230376151728128,1.078053,3,2048,11051,2222,6,2222,2,0,0,0,0,0,0,0,1.078053,0.5390265,0.3811493,1.855196,0,1,0,19,1,1,46,46,0,0,64,1822478763,0,0,0,0,0,0,0,29200,29200,29200,29200,0,0,0,2,1,2,10,286,1300,0,1836901512,0,0.1,183690153.9,1507465891,0,65535,0,0,0,0,0,3,0,0,0,0,1,2,2,1,1,0.5,4,0,"1"
145,288230376151728128,0,3,2048,58914,102,6,102,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,65535,0,234,234,0,0,0,4072786758,0,0,0,0,0,0,0,1024,1024,1024,1024,0,0,0,2,4096,1,1,4,1380,0,0,0,0,0,0,0,65535,0,0,0,0,0,3,0,0,0,0,1,4,1,1,1,1,22,0,"1"
228,288230376151728128,0,3,2048,54308,5060,6,5060,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,65535,0,254,254,0,0,0,3441700778,0,0,0,0,0,0,0,64240,64240,64240,64240,0,0,0,2,4096,1,1,4,1380,0,0,0,0,0,0,0,65535,0,0,0,0,0,3,0,0,0,0,1,11,5,5,5,1,5858,797952,"1"
162,288230376151728128,7.06465,3,2048,64794,7000,6,7000,7,0,0,0,0,0,0,0,2.04814,1.009236,0.4750512,0.9908488,0,1,0,19,0,0,62,62,0,0,64,693158716,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,1,7,49,286,1386,0,1361351089,0,0.01,13613510.59,1677485848,0,65535,0,0,0,0,0,3,0,0,0,0,1,7,1,1,1,1,140,0,"1"
41,288230376151728128,6.964009,3,2048,57792,7000,6,7000,7,0,0,0,0,0,0,0,2.047072,0.9948584,0.4797897,1.005168,0,1,0,19,0,0,63,63,0,96,64,544661253,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,4096,7,49,286,1386,0,2196626743,0,0.001,2196626.847,1688900372,0,65535,0,0,0,0,0,3,0,0,0,0,1,6,2,2,2,1,56,0,"1"
85,288230376151728128,6.962789,3,2048,58763,7000,6,7000,7,0,0,0,0,0,0,0,2.021777,0.9946841,0.4690028,1.005344,0,1,0,19,0,0,63,63,0,96,64,3766263382,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,1,7,49,286,1386,0,184855484,0,0.001,184855.4928,1690920610,0,65535,0,0,0,0,0,3,0,0,0,0,1,6,6,6,6,1,5859,872831,"1"
171,288230376151728128,6.908035,3,2048,64586,7000,6,7000,7,0,0,0,0,0,0,0,2.013723,0.9868621,0.4713947,1.013313,0,1,0,19,0,0,63,63,0,96,64,4191628277,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,4096,7,49,286,1386,0,3016997911,0,0.001,3016998.054,1688089693,0,65535,0,0,0,0,0,3,0,0,0,0,1,5,2,2,2,1,5880,872831,"1"
45,288230376151728128,59.550082,3,2048,443,60977,6,443,10,0,0,0,0,0,0,0,29.69561,5.955009,8.587616,0.1679259,0,-1,0,19,1,1,120,120,0,0,0,3406471617,1,0,0,10,0,0,0,265,265,265,265,0,0,0,273,0,10,30,258,0,0,329351810,998565826,0.001,329351.8256,1690749111,0,65535,0,0,0,0,0,131,0,0,0,0,1,2,11,11,11,1,126,0,"1"
28,288230376151728128,6.940534,3,2048,63807,7000,6,7000,7,0,0,0,0,0,0,0,1.922675,0.9915048,0.4439382,1.008568,0,1,0,19,0,0,63,63,0,96,64,3768380639,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,194,1,7,49,286,1386,0,1140593680,0,0.001,1140593.734,1689956113,0,65535,0,0,0,0,0,3,0,0,0,0,1,7,2,2,2,1,28,0,"1"
73,288230376151728128,6.505947,3,2048,53160,7000,6,7000,7,0,0,0,0,0,0,0,2.002205,0.9294209,0.4982187,1.075939,0,1,0,19,0,0,63,63,0,96,64,228126387,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,4096,7,49,286,1386,0,1257007001,0,0.1,125700702,1565386483,0,65535,0,0,0,0,0,3,0,0,0,0,1,9,3,3,3,1,94,0,"1"
245,288230376151728128,6.964121,3,2048,49243,7000,6,7000,7,0,0,0,0,0,0,0,1.946734,0.9948744,0.4499229,1.005152,0,1,0,19,0,0,63,63,0,96,64,2253638501,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,1,7,49,286,1386,0,1298578703,0,0.001,1298578.765,1689791027,0,65535,0,0,0,0,0,3,0,0,0,0,1,7,1,1,1,1,151,0,"1"
196,288230376151728128,6.963212,3,2048,59630,7000,6,7000,7,0,0,0,0,0,0,0,2.054081,0.9947446,0.481642,1.005283,0,1,0,19,0,0,63,63,0,96,64,2555832353,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,4096,7,49,286,1386,0,290108308,0,0.001,290108.3218,1690817048,0,65535,0,0,0,0,0,3,0,0,0,0,1,9,1,1,1,1,13467,1975178,"1"
21,288230376151728128,7.064833,3,2048,57714,7000,6,7000,7,0,0,0,0,0,0,0,2.048549,1.009262,0.5039229,0.9908231,0,1,0,19,0,0,63,63,0,96,64,2707990063,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,4096,7,49,286,1386,0,2997486896,0,0.01,29974868.29,1661121713,0,65535,0,0,0,0,0,3,0,0,0,0,1,6,3,3,3,1,28,0,"1"
18,69,0,2,2054,0,0,0,0,1,1,28,42,28,28,28,0,0,0,0,0,0,0,-0.2,0,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
263,288230376151728128,0,3,2048,67,68,17,67,1,1,300,300,300,300,300,0,0,0,0,0,0,0,0,1,65535,0,63,63,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0.01190499,0,0,0,0,0,0,1,2,1,1,1,1,4,1200,"1"
229,288230376151728128,7.449236,3,2048,49182,7000,6,7000,7,0,0,0,0,0,0,0,2.147836,1.064177,0.4961408,0.9396937,0,1,0,19,0,0,63,63,0,96,64,1955454147,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,1,7,49,286,1386,0,3617047617,0,0.001,3617047.789,1687472149,0,65535,0,0,0,0,0,3,0,0,0,0,1,3,1,1,1,1,29,31,"1"
124,288230376151728128,7.059507,3,2048,61380,7000,6,7000,7,0,0,0,0,0,0,0,2.047405,1.008501,0.4737048,0.9915707,0,1,0,19,0,0,63,63,0,96,64,3672919761,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,1,7,49,286,1386,0,2751651900,0,0.01,27516518.38,1663571611,0,65535,0,0,0,0,0,3,0,0,0,0,1,10,2,2,2,1,84,0,"1"
38,288230376151728128,0,3,2048,53914,6379,6,6379,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,65535,0,254,254,0,0,0,21331225,0,0,0,0,0,0,0,29200,29200,29200,29200,0,0,0,2,4096,1,1,4,1380,0,0,0,0,0,0,0,65535,0,0,0,0,0,3,0,0,0,0,1,8,1,1,1,1,15,0,"1"
74,288230376151728128,6.961951,3,2048,57842,7000,6,7000,7,0,0,0,0,0,0,0,2.037981,0.9945645,0.4756963,1.005465,0,1,0,19,0,0,63,63,0,96,64,1567879466,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,1,7,49,286,1386,0,1805842156,0,0.001,1805842.242,1689299430,0,65535,0,0,0,0,0,3,0,0,0,0,1,8,1,1,1,1,63,0,"1"
47,288230376151728128,7.031865,3,2048,49265,7000,6,7000,7,0,0,0,0,0,0,0,2.037986,1.004552,0.4720429,0.9954685,0,1,0,19,0,0,64,64,0,96,64,968150193,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,4097,7,49,286,1386,0,3875671639,0,0.01,38756715.52,1652340367,0,65535,0,0,0,0,0,3,0,0,0,0,1,4,1,1,1,1,35,0,"1"
44,288230376151728128,3.993721,3,2048,64502,7000,6,7000,5,0,0,0,0,0,0,0,1.025156,0.7987442,0.3103461,1.251965,0,1,0,19,0,0,63,63,0,96,64,164457716,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,1,5,35,286,1386,0,1642670887,0,0.001,1642670.965,1689461954,0,65535,0,0,0,0,0,3,0,0,0,0,1,3,3,3,3,1,34,0,"1"
142,288230376151728128,6.643574,3,2048,50569,7000,6,7000,7,0,0,0,0,0,0,0,2.198918,0.9490821,0.5667945,1.05365,0,1,0,19,0,0,63,63,0,96,64,3961656313,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,4096,7,49,286,1386,0,2476977587,0,0.1,247697762.4,1443401345,0,65535,0,0,0,0,0,3,0,0,0,0,1,7,1,1,1,1,72,0,"1"
172,288230376151728128,0,3,2048,58680,5557,6,5557,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,65535,0,254,254,0,0,0,3437191005,0,0,0,0,0,0,0,65320,65320,65320,65320,0,0,0,2,4096,1,1,4,1380,0,0,0,0,0,0,0,65535,0,0,0,0,0,3,0,0,0,0,1,4,1,1,1,1,37,0,"1"
187,288230376151728128,0,3,2048,67,68,17,67,1,1,300,300,300,300,300,0,0,0,0,0,0,0,0,1,65535,0,63,63,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0.01040499,0,0,0,0,0,0,1,2,1,1,1,1,4,1200,"1"
104,288230376151728128,7.066019,3,2048,59290,7000,6,7000,7,0,0,0,0,0,0,0,2.048124,1.009431,0.4737113,0.9906569,0,1,0,19,0,0,63,63,0,96,64,1386484963,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,1,7,49,286,1386,0,275689167,0,0.01,2756891.608,1688330869,0,65535,0,0,0,0,0,3,0,0,0,0,1,5,2,2,2,1,77,0,"1"
150,576460752303456256,0,3,34525,5353,5353,17,5353,1,0,398,0,398,398,398,0,0,0,0,0,0,1,1,1,65535,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,143,398,"1"
71,288230376151728128,3.353653,3,2048,443,61028,6,443,7,0,120,0,0,24,17.14286,8.9057,1.760024,0.4790933,0.5542564,2.087276,35.78188,-1,1,19,1,1,249,249,0,0,0,256540115,2,24,0,7,0,0,0,135,135,135,135,0,0,0,281,0,7,21,258,0,0,3404795585,663359401,0.001,3404795.747,1687673619,0,65535,0,0,0,0,0,3,0,0,0,0,1,3,2,15,15,7.5,147,2520,"1"
27,288230376151728128,0,3,2048,67,68,17,67,1,1,300,300,300,300,300,0,0,0,0,0,0,0,0,1,65535,0,63,63,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0.015924,0,0,0,0,0,0,1,2,1,1,1,1,1,300,"1"
165,288230376151728128,6.991349,3,2048,54484,7000,6,7000,7,0,0,0,0,0,0,0,1.975985,0.9987642,0.456332,1.001237,0,1,0,19,0,0,63,63,0,96,64,2234963384,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,1,7,49,286,1386,0,506631037,0,0.001,506631.0611,1690573761,0,65535,0,0,0,0,0,3,0,0,0,0,1,4,2,2,2,1,44,0,"1"
132,288230376151728128,0,3,2048,137,137,17,137,1,0,68,0,68,68,68,0,0,0,0,0,0,1,1,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0.5,1,5595,831552,"1"
49,288230376151728128,6.653175,3,2048,65240,7000,6,7000,7,0,0,0,0,0,0,0,2.037805,0.9504535,0.4949517,1.052129,0,1,0,19,0,0,63,63,0,96,64,3146140137,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,4096,7,49,286,1386,0,838925801,0,0.1,83892581.35,1607194174,0,65535,0,0,0,0,0,3,0,0,0,0,1,10,2,2,2,1,35,0,"1"
84,288230376151728128,6.986238,3,2048,63845,7000,6,7000,7,0,0,0,0,0,0,0,1.968472,0.998034,0.4565937,1.00197,0,1,0,19,0,0,62,62,0,0,64,1114505669,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,1,7,49,286,1386,0,1349303027,0,0.001,1349303.091,1689737987,0,65535,0,0,0,0,0,3,0,0,0,0,1,8,1,1,1,1,13,0,"1"
180,288230376151728128,6.96885,3,2048,49332,7000,6,7000,7,0,0,0,0,0,0,0,1.950723,0.99555,0.4489796,1.00447,0,1,0,19,0,0,63,63,0,96,64,3776488525,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,1,7,49,286,1386,0,1344730987,0,0.001,1344731.051,1689762198,0,65535,0,0,0,0,0,3,0,0,0,0,1,9,1,1,1,1,63,0,"1"
20,288230376151728128,1.071679,3,2048,10749,22,6,22,2,0,0,0,0,0,0,0,1.071679,0.5358395,0.3788958,1.86623,0,1,0,19,1,1,46,46,0,0,64,2825459291,0,0,0,0,0,0,0,29200,29200,29200,29200,0,0,0,2,1,2,10,286,1300,0,1836901512,0,0.1,183690153.9,1507465891,0,65535,0,0,0,0,0,3,0,0,0,0,1,2,1,1,1,1,4,0,"1"
193,68,0,2,2054,0,0,0,0,1,1,42,28,42,42,42,0,0,0,0,0,0,0,0.2,0,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
226,288230376151728128,0,3,2048,54006,22,6,22,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,65535,0,254,254,0,0,0,4126732657,0,0,0,0,0,0,0,29200,29200,29200,29200,0,0,0,2,4096,1,1,4,1380,0,0,0,0,0,0,0,65535,0,0,0,0,0,3,0,0,0,0,1,3,16,16,16,1,5952,872831,"1"
97,68,0,2,2054,0,0,0,0,1,1,28,28,28,28,28,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
101,288230376151728128,7.064237,3,2048,51061,7000,6,7000,7,0,0,0,0,0,0,0,2.048563,1.009177,0.476966,0.9909067,0,1,0,19,0,0,63,63,0,96,64,2924091092,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,1,7,49,286,1386,0,2489745204,0,0.01,24897451.48,1666181662,0,65535,0,0,0,0,0,3,0,0,0,0,1,10,2,2,2,1,14,0,"1"
149,288230376151728128,0,3,2048,33690,3443,6,3443,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,65535,0,254,254,0,0,0,2091960295,0,0,0,0,0,0,0,64240,64240,64240,64240,0,0,0,2,4096,1,1,4,1380,0,0,0,0,0,0,0,65535,0,0,0,0,0,3,0,0,0,0,1,5,8,8,8,1,55,0,"1"
229,288230376151728128,6.861933,3,2048,62600,7000,6,7000,7,0,0,0,0,0,0,0,1.946947,0.9802762,0.4553119,1.020121,0,1,0,19,0,0,63,63,0,96,64,2893939619,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,1,7,49,286,1386,0,1598574998,0,0.001,1598575.074,1689508812,0,65535,0,0,0,0,0,3,0,0,0,0,1,3,2,2,2,1,98,0,"1"
222,288230376151728128,7.018428,3,2048,50583,7000,6,7000,7,0,0,0,0,0,0,0,1.945765,1.002633,0.4456145,0.9973744,0,1,0,19,0,0,63,63,0,96,64,3799834307,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,1,7,49,286,1386,0,841644771,0,0.004,3366579.244,1687722532,0,65535,0,0,0,0,0,3,0,0,0,0,1,6,2,2,2,1,66,0,"1"
36,288230376151728128,58.734475,3,2048,443,60971,6,443,10,0,0,0,0,0,0,0,29.10567,5.873447,8.444854,0.1702578,0,-1,0,19,1,1,120,120,0,0,0,1452921829,1,0,0,10,0,0,0,265,265,265,265,0,0,0,273,0,10,30,258,0,0,2555388439,1085382051,0.001,2555388.56,1688523073,0,65535,0,0,0,0,0,131,0,0,0,0,1,2,13,13,13,1,126,0,"1"
40,288230376151728128,1199.910593,3,2048,0,0,2,0,21,0,0,0,0,0,0,0,60.00742,57.1386,10.12873,0.0175013,0,1,0,1,2652,4017,1,1,0,192,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1,28,1105,"1"
61,288230376151728128,7.004038,3,2048,64618,7000,6,7000,7,0,0,0,0,0,0,0,1.960283,1.000577,0.4499359,0.9994235,0,1,0,19,0,0,62,62,0,0,64,2348547447,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,1,7,49,286,1386,0,1359394108,0,0.001,1359394.173,1689738004,0,65535,0,0,0,0,0,3,0,0,0,0,1,4,1,1,1,1,62,0,"1"
46,288230376151728128,6.964748,3,2048,64516,7000,6,7000,7,0,0,0,0,0,0,0,1.94588,0.994964,0.4484896,1.005062,0,1,0,19,0,0,63,63,0,96,64,3037284388,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,1,7,49,286,1386,0,3710981731,0,0.001,3710981.907,1687393662,0,65535,0,0,0,0,0,3,0,0,0,0,1,3,1,1,1,1,34,0,"1"
225,288230376151728128,7.064973,3,2048,52959,7000,6,7000,7,0,0,0,0,0,0,0,2.131545,1.009282,0.4983467,0.9908035,0,1,0,19,0,0,63,63,0,96,64,2039685361,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,1,7,49,286,1386,0,1769196071,0,0.001,1769196.155,1689312359,0,65535,0,0,0,0,0,3,0,0,0,0,1,11,2,2,2,1,106,0,"1"
107,288230376151728128,6.910208,3,2048,62342,7000,6,7000,7,0,0,0,0,0,0,0,1.892756,0.9871727,0.438673,1.012994,0,1,0,19,0,0,63,63,0,96,64,1989884217,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,1,7,49,286,1386,0,1130617869,0,0.001,1130617.923,1689957159,0,65535,0,0,0,0,0,3,0,0,0,0,1,4,1,1,1,1,51,0,"1"
226,288230376151728128,0,3,2048,44886,7095,6,7095,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,65535,0,254,254,0,0,0,3100209262,0,0,0,0,0,0,0,64240,64240,64240,64240,0,0,0,2,4096,1,1,4,1380,0,0,0,0,0,0,0,65535,0,0,0,0,0,3,0,0,0,0,1,12,1,1,1,1,59,688,"1"
115,288230376151728128,0,3,2048,67,68,17,67,1,1,300,300,300,300,300,0,0,0,0,0,0,0,0,1,65535,0,63,63,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0.009131008,0,0,0,0,0,0,1,1,1,1,1,1,3,900,"1"
251,288230376151728128,5.021635,3,2048,49193,7000,6,7000,6,0,0,0,0,0,0,0,1.193878,0.8369392,0.303153,1.19483,0,1,0,19,0,0,63,63,0,96,64,2126233649,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,4097,6,42,286,1386,0,552291128,0,0.01,5522911.157,1685566797,0,65535,0,0,0,0,0,3,0,0,0,0,1,7,2,2,2,1,125,0,"1"
16,288230376151728128,3540.065036,3,2048,0,0,2,0,60,0,0,0,0,0,0,0,60.00892,59.00109,6.140244,0.01694884,0,1,0,1,2142,3732,1,1,0,192,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,60,0,"1"
193,288230376151728128,0,3,2048,58914,2455,6,2455,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,65535,0,234,234,0,0,0,1467114466,0,0,0,0,0,0,0,1024,1024,1024,1024,0,0,0,2,4096,1,1,4,1380,0,0,0,0,0,0,0,65535,0,0,0,0,0,3,0,0,0,0,1,5,1,1,1,1,81,0,"1"
