"flowInd","flowStat","duration","numHdrs","ethType","srcPort","dstPort","l4Proto","dstPortClassN","numPktsSnt","numPktsRcvd","numBytesSnt","numBytesRcvd","minPktSz","maxPktSz","avePktSize","stdPktSize","maxIAT","aveIAT","stdIAT","pktps","bytps","pktAsm","bytAsm","tcpFStat","ipMindIPID","ipMaxdIPID","ipMinTTL","ipMaxTTL","ipTTLChg","ipToS","ipFlags","tcpISeqN","tcpPSeqCnt","tcpSeqSntBytes","tcpSeqFaultCnt","tcpPAckCnt","tcpFlwLssAckRcvdBytes","tcpAckFaultCnt","tcpBFlgtMx","tcpInitWinSz","tcpAveWinSz","tcpMinWinSz","tcpMaxWinSz","tcpWinSzDwnCnt","tcpWinSzUpCnt","tcpWinSzChgDirCnt","tcpFlags","tcpAnomaly","tcpOptPktCnt","tcpOptCnt","tcpOptions","tcpMSS","tcpWS","tcpTmS","tcpTmER","tcpEcI","tcpUtm","tcpBtm","tcpSSASAATrip","tcpRTTAckTripMin","tcpRTTAckTripMax","tcpRTTAckTripAve","tcpRTTAckTripJitAve","tcpRTTSseqAA","tcpRTTAckJitAve","tcpStatesAFlags","icmpStat","icmpTCcnt","icmpEchoSuccRatio","icmpPFindex","connSip","connDip","connSipDip","connSipDprt","connF","connG","connNumPCnt","connNumBCnt","isLab"
7,288230376151728128,3539.987516,3,2048,0,0,2,0,60,0,0,0,0,0,0,0,60.01808,58.99979,6.140123,0.01694921,0,1,0,1,2228,3744,1,1,0,192,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,60,0,"1"
246,288230376151728128,7.065724,3,2048,59426,7000,6,7000,7,0,0,0,0,0,0,0,2.047911,1.009389,0.4783607,0.9906982,0,1,0,19,0,0,63,63,0,96,64,2795098077,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,1,7,49,286,1386,0,2918661010,0,0.01,29186609.45,1661903003,0,65535,0,0,0,0,0,3,0,0,0,0,1,6,3,3,3,1,104,0,"1"
79,288230376151728128,1799.966506,3,2048,0,0,2,0,31,0,0,0,0,0,0,0,60.00873,58.06344,8.438169,0.01722254,0,1,0,1,2162,3941,1,1,0,192,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,0,1,7,1,1,1,1,95,688,"1"
67,288230376151728128,3.447086,3,2048,443,61017,6,443,7,0,120,0,0,24,17.14286,8.9057,1.820408,0.4924408,0.5709534,2.030701,34.81201,-1,1,19,1,1,249,249,0,0,0,2819775548,2,24,0,7,0,0,0,134,134,134,134,0,0,0,281,0,7,21,258,0,0,1841626387,3245324818,0.001,1841626.474,1689236785,0,65535,0,0,0,0,0,3,0,0,0,0,1,5,3,21,21,7,56,960,"1"
94,288230376151728128,7.018097,3,2048,49882,7000,6,7000,7,0,0,0,0,0,0,0,2.000602,1.002585,0.4612784,0.9974214,0,1,0,19,0,0,63,63,0,96,64,2723501218,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,1,7,49,286,1386,0,413588436,0,0.004,1654353.823,1689443878,0,65535,0,0,0,0,0,3,0,0,0,0,1,5,2,2,2,1,81,0,"1"
92,288230376151728128,6.963835,3,2048,59267,7000,6,7000,7,0,0,0,0,0,0,0,2.047415,0.9948335,0.4793487,1.005193,0,1,0,19,0,0,63,63,0,96,64,2002995098,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,1,7,49,286,1386,0,4201994583,0,0.001,4201994.783,1686885404,0,65535,0,0,0,0,0,3,0,0,0,0,1,6,2,2,2,1,56,0,"1"
144,288230376151728128,0,3,2048,42800,3443,6,3443,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,65535,0,254,254,0,0,0,1132720019,0,0,0,0,0,0,0,64240,64240,64240,64240,0,0,0,2,4096,1,1,4,1380,0,0,0,0,0,0,0,65535,0,0,0,0,0,3,0,0,0,0,1,4,13,13,13,1,55,0,"1"
35,288230376151728128,6.962977,3,2048,61262,7000,6,7000,7,0,0,0,0,0,0,0,1.945774,0.994711,0.4512707,1.005317,0,1,0,19,0,0,63,63,0,96,64,3588658509,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,1,7,49,286,1386,0,2440090554,0,0.001,2440090.67,1688646432,0,65535,0,0,0,0,0,3,0,0,0,0,1,5,2,2,2,1,28,0,"1"
83,288230376151728128,6.659147,3,2048,49966,7000,6,7000,7,0,0,0,0,0,0,0,2.051011,0.9513067,0.4935143,1.051186,0,1,0,19,0,0,63,63,0,96,64,3006093546,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,4096,7,49,286,1386,0,3911569565,0,0.001,3911569.751,1687186397,0,65535,0,0,0,0,0,3,0,0,0,0,1,7,1,1,1,1,34,0,"1"
23,288230376151728128,55.461729,3,2048,443,60958,6,443,11,0,216,0,0,24,19.63636,7.755972,27.74168,5.041975,7.846022,0.198335,3.894578,-1,1,19,1,1,59,59,0,0,64,4274418772,2,24,0,11,0,0,0,251,251,251,251,0,0,0,281,0,11,33,258,0,0,3587812793,947877592,0.001,3587812.963,1687490510,0,65535,0,0,0,0,0,3,0,0,0,0,1,6,1,44,44,44,11,216,"1"
38,288230376151728128,0,3,2048,68,67,17,67,1,1,300,300,300,300,300,0,0,0,0,0,0,0,0,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006451968,0.006451968,0.006451968,0.006451968,0,0.006451968,0,0,0,0,0,0,1,1,2,2,2,1,20884,2972029,"1"
116,288230376151728128,7.019238,3,2048,57583,7000,6,7000,7,0,0,0,0,0,0,0,2.012002,1.002748,0.4647195,0.9972593,0,1,0,19,0,0,63,63,0,96,64,2225836403,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,1,7,49,286,1386,0,3226641310,0,0.004,12906565.85,1678172744,0,65535,0,0,0,0,0,3,0,0,0,0,1,9,1,1,1,1,35,0,"1"
175,288230376151728128,0,3,2048,137,137,17,137,1,0,68,0,68,68,68,0,0,0,0,0,0,1,1,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0.5,1,16205,2350823,"1"
110,288230376151728128,7.007014,3,2048,56491,7000,6,7000,7,0,0,0,0,0,0,0,2.003987,1.001002,0.4626133,0.9989991,0,1,0,19,0,0,64,64,0,96,64,2731818757,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,1,7,49,286,1386,0,2006729117,0,0.004,8026916.849,1683052253,0,65535,0,0,0,0,0,3,0,0,0,0,1,3,1,1,1,1,28,0,"1"
58,288230376151728128,7.065916,3,2048,50138,7000,6,7000,7,0,0,0,0,0,0,0,2.048147,1.009417,0.4767329,0.9906713,0,1,0,19,0,0,63,63,0,96,64,69594870,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,4097,7,49,286,1386,0,1133083186,0,0.01,11330831.61,1679756028,0,65535,0,0,0,0,0,3,0,0,0,0,1,6,1,1,1,1,21,0,"1"
164,288230376151728128,0,3,2048,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,65535,0,1,1,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,0,1,7,1,1,1,1,114,0,"1"
94,288230376151728128,0,3,2048,38557,2323,6,2323,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,65535,0,50,50,0,0,0,1527672818,0,0,0,0,0,0,0,40853,40853,40853,40853,0,0,0,2,4096,1,1,4,536,0,0,0,0,0,0,0,65535,0,0,0,0,0,3,0,0,0,0,1,8,1,1,1,1,8,0,"1"
155,288230376151728128,59.904725,3,2048,0,0,2,0,2,0,0,0,0,0,0,0,59.90472,29.95236,21.17952,0.03338635,0,1,0,1,3425,3425,1,1,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,0,1,12,1,1,1,1,31,0,"1"
118,288230376151728128,7.064884,3,2048,51083,7000,6,7000,7,0,0,0,0,0,0,0,2.048021,1.009269,0.4744521,0.9908159,0,1,0,19,0,0,63,63,0,96,64,2704265719,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,1,7,49,286,1386,0,4091347975,0,0.01,40913478.84,1650192657,0,65535,0,0,0,0,0,3,0,0,0,0,1,3,1,1,1,1,63,0,"1"
4,288230376151728128,3539.975425,3,2048,0,0,2,0,58,0,0,0,0,0,0,0,120.0132,61.03405,12.22166,0.01638429,0,1,0,1,2741,5570,1,1,0,192,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,0,1,12,1,1,1,1,58,0,"1"
101,288230376151728128,0,3,2048,5353,5353,17,5353,1,0,398,0,398,398,398,0,0,0,0,0,0,1,1,1,65535,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,5873,872762,"1"
79,288230376151728128,7.106919,3,2048,54152,7000,6,7000,7,0,0,0,0,0,0,0,2.092267,1.015274,0.4906437,0.9849557,0,1,0,19,0,0,63,63,0,96,64,2459128756,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,4097,7,49,286,1386,0,2464554714,0,0.01,24645546.59,1666452312,0,65535,0,0,0,0,0,3,0,0,0,0,1,5,1,1,1,1,35,0,"1"
221,288230376151728128,7.039009,3,2048,50575,7000,6,7000,7,0,0,0,0,0,0,0,2.09654,1.005573,0.5657204,0.9944581,0,1,0,19,0,0,63,63,0,96,64,2202389868,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,4097,7,49,286,1386,0,1478144599,0,0.01,14781445.66,1676307653,0,65535,0,0,0,0,0,3,0,0,0,0,1,6,3,3,3,1,66,0,"1"
76,288230376151728128,7.306003,3,2048,53192,7000,6,7000,4,0,0,0,0,0,0,0,4.14572,1.826501,1.239067,0.5474949,0,1,0,19,0,0,63,63,0,96,64,2476446665,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,1,4,28,286,1386,0,2157071188,0,0.1,215707122,1475380140,0,65535,0,0,0,0,0,3,0,0,0,0,1,10,2,2,2,1,94,0,"1"
54,288230376151728128,7.065333,3,2048,64387,7000,6,7000,7,0,0,0,0,0,0,0,2.048214,1.009333,0.4741786,0.9907531,0,1,0,19,0,0,63,63,0,96,64,2482014279,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,1,7,49,286,1386,0,2688234839,0,0.01,26882347.79,1664214872,0,65535,0,0,0,0,0,3,0,0,0,0,1,5,1,1,1,1,48,0,"1"
106,288230376151728128,6.990101,3,2048,62332,7000,6,7000,7,0,0,0,0,0,0,0,2.001479,0.9985858,0.464145,1.001416,0,1,0,19,0,0,63,63,0,96,64,2441487357,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,4097,7,49,286,1386,0,3220196785,0,0.001,3220196.938,1687867579,0,65535,0,0,0,0,0,3,0,0,0,0,1,4,2,2,2,1,51,0,"1"
79,288230376151728128,7.225327,3,2048,51457,22,6,22,4,0,0,0,0,0,0,0,4.097733,1.806332,1.279746,0.5536082,0,1,0,19,1,1,51,51,0,0,64,3803130658,0,0,0,0,0,0,0,29200,29200,29200,29200,0,0,0,2,1,4,20,286,1380,0,202882936,0,0.001,202882.9456,1690875837,0,65535,0,0,0,0,0,3,0,0,0,0,1,7,2,1,1,0.5,14,1370,"1"
75,288230376151728128,7.066187,3,2048,65183,7000,6,7000,7,0,0,0,0,0,0,0,2.048681,1.009455,0.4751727,0.9906333,0,1,0,19,0,0,62,62,0,0,64,829979528,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,4097,7,49,286,1386,0,1367257378,0,0.01,13672573.47,1677432700,0,65535,0,0,0,0,0,3,0,0,0,0,1,7,1,1,1,1,22,0,"1"
128,288230376151728128,7.070229,3,2048,64513,7000,6,7000,7,0,0,0,0,0,0,0,2.048031,1.010033,0.4746822,0.9900669,0,1,0,19,0,0,63,63,0,96,64,3159758934,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,1,7,49,286,1386,0,3589564833,0,0.01,35895647.53,1655183799,0,65535,0,0,0,0,0,3,0,0,0,0,1,4,2,2,2,1,39,1370,"1"
241,288230376151728128,0,3,2048,35070,22,6,22,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,65535,0,254,254,0,0,0,2164389168,0,0,0,0,0,0,0,29200,29200,29200,29200,0,0,0,2,4096,1,1,4,1380,0,0,0,0,0,0,0,65535,0,0,0,0,0,3,0,0,0,0,1,3,11,11,11,1,5961,872831,"1"
213,288230376151728128,0,3,2048,53772,22,6,22,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,65535,0,254,254,0,0,0,902995152,0,0,0,0,0,0,0,64952,64952,64952,64952,0,0,0,2,4096,1,1,4,1380,0,0,0,0,0,0,0,65535,0,0,0,0,0,3,0,0,0,0,1,5,5,5,5,1,75,0,"1"
78,288230376151728128,674.692396,3,2048,5353,5353,17,5353,44,0,29559,0,172,1448,671.7955,466.1578,126.6591,15.33392,31.06201,0.0652149,43.81108,1,1,1,46351,44224,255,255,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0.5,1,51036,7171956,"1"
58,288230376151728128,7.066405,3,2048,56852,7000,6,7000,7,0,0,0,0,0,0,0,2.049269,1.009486,0.4766806,0.9906027,0,1,0,19,0,0,63,63,0,96,64,2645205663,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,1,7,49,286,1386,0,1894030565,0,0.01,18940305.23,1672157031,0,65535,0,0,0,0,0,3,0,0,0,0,1,6,1,1,1,1,20,0,"1"
177,288230376151728128,6.963465,3,2048,64613,7000,6,7000,7,0,0,0,0,0,0,0,1.945939,0.9947807,0.4482104,1.005247,0,1,0,19,0,0,63,63,0,96,64,2154591660,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,1,7,49,286,1386,0,3486313185,0,0.001,3486313.351,1687620535,0,65535,0,0,0,0,0,3,0,0,0,0,1,7,1,1,1,1,5887,872831,"1"
201,288230376151728128,6.962293,3,2048,64808,7000,6,7000,7,0,0,0,0,0,0,0,1.944892,0.9946133,0.4506263,1.005416,0,1,0,19,0,0,63,63,0,96,64,1870008698,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,1,7,49,286,1386,0,310171439,0,0.001,310171.4537,1690797019,0,65535,0,0,0,0,0,3,0,0,0,0,1,7,1,1,1,1,104,0,"1"
238,288230376151728128,6.931703,3,2048,52963,7000,6,7000,7,0,0,0,0,0,0,0,1.916088,0.9902433,0.4438747,1.009853,0,1,0,19,0,0,63,63,0,96,64,246806149,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,1,7,49,286,1386,0,2148024242,0,0.1,214802427.4,1476279154,0,65535,0,0,0,0,0,3,0,0,0,0,1,10,1,1,1,1,106,0,"1"
268,288230376151728128,6.958056,3,2048,52143,7000,6,7000,7,0,0,0,0,0,0,0,2.004268,0.994008,0.4658215,1.006028,0,1,0,19,0,0,63,63,0,96,64,3492770841,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,1,7,49,286,1386,0,2817523533,0,0.001,2817523.667,1688272382,0,65535,0,0,0,0,0,3,0,0,0,0,1,13,1,1,1,1,137,0,"1"
40,288230376151728128,59.652481,3,2048,443,60980,6,443,9,0,0,0,0,0,0,0,29.69624,6.628054,8.7938,0.1508739,0,-1,0,17,1,1,120,120,0,0,0,1376453371,1,0,0,9,0,0,0,65535,65535,65535,65535,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,131,0,0,0,0,1,2,8,8,8,1,126,0,"1"
42,288230376151728128,7.033536,3,2048,60043,7000,6,7000,7,0,0,0,0,0,0,0,2.028929,1.004791,0.4694241,0.995232,0,1,0,19,0,0,63,63,0,96,64,1526110685,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,1,7,49,286,1386,0,2618637864,0,0.01,26186378.05,1664918152,0,65535,0,0,0,0,0,3,0,0,0,0,1,4,1,1,1,1,7,0,"1"
18,288230376151728128,7.106714,3,2048,50126,7000,6,7000,7,0,0,0,0,0,0,0,2.04757,1.015245,0.4739099,0.9849841,0,1,0,19,0,0,63,63,0,96,64,235441035,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,1,7,49,286,1386,0,1459479978,0,0.01,14594799.45,1676501637,0,65535,0,0,0,0,0,3,0,0,0,0,1,4,1,1,1,1,7,0,"1"
5,288230376151728128,1080.015671,3,2048,0,0,2,0,19,0,0,0,0,0,0,0,60.00911,56.84293,10.60568,0.01759234,0,1,0,1,2703,4324,1,1,0,192,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,0,1,11,1,1,1,1,19,0,"1"
160,288230376151728128,7.021779,3,2048,61425,7000,6,7000,7,0,0,0,0,0,0,0,2.014413,1.003111,0.4645608,0.9968984,0,1,0,19,0,0,63,63,0,96,64,1256040055,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,1,7,49,286,1386,0,3382681566,0,0.004,13530726.91,1677558013,0,65535,0,0,0,0,0,3,0,0,0,0,1,8,3,3,3,1,133,0,"1"
161,288230376151728128,6.999315,3,2048,49969,7000,6,7000,7,0,0,0,0,0,0,0,1.998924,0.9999022,0.4609788,1.000098,0,1,0,19,0,0,63,63,0,96,64,3097378776,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,1,7,49,286,1386,0,3697707435,0,0.001,3697707.611,1687382481,0,65535,0,0,0,0,0,3,0,0,0,0,1,4,1,1,1,1,75,1370,"1"
205,288230376151728128,0,3,2048,61340,8877,6,8877,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,65535,0,254,254,0,0,0,1515986663,0,0,0,0,0,0,0,65320,65320,65320,65320,0,0,0,2,4096,1,1,4,1380,0,0,0,0,0,0,0,65535,0,0,0,0,0,3,0,0,0,0,1,9,1,1,1,1,33,0,"1"
151,288230376151728128,0,3,2048,137,137,17,137,1,0,68,0,68,68,68,0,0,0,0,0,0,1,1,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0.5,1,69358,9791698,"1"
102,288230376151728128,7.072186,3,2048,54888,7000,6,7000,7,0,0,0,0,0,0,0,1.945637,1.010312,0.4474946,0.989793,0,1,0,19,0,0,63,63,0,96,64,2446831922,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,1,7,49,286,1386,0,732019280,0,0.01,7320192.636,1683778166,0,65535,0,0,0,0,0,3,0,0,0,0,1,4,1,1,1,1,77,0,"1"
153,288230376151728128,0,3,2048,33708,3443,6,3443,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,65535,0,254,254,0,0,0,3128616015,0,0,0,0,0,0,0,64240,64240,64240,64240,0,0,0,2,4096,1,1,4,1380,0,0,0,0,0,0,0,65535,0,0,0,0,0,3,0,0,0,0,1,5,6,6,6,1,55,0,"1"
252,288230376151728128,0,3,2048,45442,22,6,22,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,65535,0,254,254,0,0,0,364931679,0,0,0,0,0,0,0,29200,29200,29200,29200,0,0,0,2,4096,1,1,4,1380,0,0,0,0,0,0,0,65535,0,0,0,0,0,3,0,0,0,0,1,2,1,1,1,1,5961,872831,"1"
115,288230376151728128,6.962753,3,2048,62399,7000,6,7000,7,0,0,0,0,0,0,0,1.94581,0.994679,0.4510477,1.00535,0,1,0,19,0,0,63,63,0,96,64,1888237545,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,1,7,49,286,1386,0,333257307,0,0.001,333257.3228,1690754679,0,65535,0,0,0,0,0,3,0,0,0,0,1,5,2,2,2,1,35,0,"1"
142,288230376151728128,6.656681,3,2048,54460,7000,6,7000,7,0,0,0,0,0,0,0,1.9463,0.9509544,0.4756634,1.051575,0,1,0,19,0,0,63,63,0,96,64,1666969740,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,4096,7,49,286,1386,0,506466048,0,0.001,506466.0721,1690573249,0,65535,0,0,0,0,0,3,0,0,0,0,1,5,1,1,1,1,23,341,"1"
126,68,175.898297,2,2054,0,0,0,0,2,2,56,56,28,28,28,0,175.8983,87.94915,62.18944,0.01137021,0.3183658,0,0,0,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
189,288230376151728128,7.064647,3,2048,61179,7000,6,7000,7,0,0,0,0,0,0,0,2.045543,1.009235,0.4737477,0.9908492,0,1,0,19,0,0,63,63,0,96,64,3604361228,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,1,7,49,286,1386,0,2719883883,0,0.01,27198838.22,1663908203,0,65535,0,0,0,0,0,3,0,0,0,0,1,7,1,1,1,1,91,0,"1"
247,288230376151728128,0,3,2048,38694,22,6,22,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,65535,0,254,254,0,0,0,2531976723,0,0,0,0,0,0,0,29200,29200,29200,29200,0,0,0,2,4096,1,1,4,1380,0,0,0,0,0,0,0,65535,0,0,0,0,0,3,0,0,0,0,1,2,6,6,6,1,5961,872831,"1"
15,288230376151728128,2760.020232,3,2048,0,0,2,0,43,0,0,0,0,0,0,0,120.0143,64.18651,18.57069,0.0155796,0,1,0,1,3004,7677,1,1,0,192,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,0,1,14,1,1,1,1,43,0,"1"
24,288230376151728128,7.064904,3,2048,57728,7000,6,7000,7,0,0,0,0,0,0,0,2.047856,1.009272,0.477992,0.9908131,0,1,0,19,0,0,63,63,0,96,64,3732650167,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,1,7,49,286,1386,0,1945342342,0,0.001,1945342.434,1689151296,0,65535,0,0,0,0,0,3,0,0,0,0,1,5,2,2,2,1,28,0,"1"
46,288230376151728128,59.693744,3,2048,443,60978,6,443,10,0,0,0,0,0,0,0,29.69603,5.969374,8.590428,0.1675217,0,-1,0,19,1,1,120,120,0,0,0,4155508988,1,0,0,10,0,0,0,265,265,265,265,0,0,0,273,0,10,30,258,0,0,3761824903,2851218789,0.01,37618248.19,1653460214,0,65535,0,0,0,0,0,131,0,0,0,0,1,2,6,6,6,1,126,0,"1"
51,288230376151728128,7.065467,3,2048,58739,7000,6,7000,7,0,0,0,0,0,0,0,2.050541,1.009352,0.4747908,0.9907342,0,1,0,19,0,0,63,63,0,96,64,2971666628,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,1,7,49,286,1386,0,3115384766,0,0.01,31153846.96,1659951093,0,65535,0,0,0,0,0,3,0,0,0,0,1,6,3,3,3,1,62,0,"1"
52,288230376151728128,6.962417,3,2048,62192,7000,6,7000,7,0,0,0,0,0,0,0,2.053147,0.9946311,0.4800767,1.005398,0,1,0,19,0,0,63,63,0,96,64,1103696730,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,1,7,49,286,1386,0,1177494864,0,0.001,1177494.92,1689919719,0,65535,0,0,0,0,0,3,0,0,0,0,1,6,1,1,1,1,22,0,"1"
135,288230376151728128,1.08214,3,2048,40338,5061,6,5061,2,0,0,0,0,0,0,0,1.08214,0.54107,0.3825943,1.84819,0,1,0,19,1,1,49,49,0,32,64,352483278,0,0,0,0,0,0,0,64240,64240,64240,64240,0,0,0,2,1,2,10,286,1380,0,2862498001,0,0.1,286249804.4,1404856513,0,65535,0,0,0,0,0,3,0,0,0,0,1,12,1,1,1,1,5895,872762,"1"
138,288230376151728128,6.968525,3,2048,62441,7000,6,7000,7,0,0,0,0,0,0,0,1.950697,0.9955036,0.4489998,1.004517,0,1,0,19,0,0,63,63,0,96,64,1822653140,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,1,7,49,286,1386,0,162917145,0,0.1,16291714.74,1674796572,0,65535,0,0,0,0,0,3,0,0,0,0,1,5,2,2,2,1,63,0,"1"
266,288230376151728128,7.147786,3,2048,63035,7000,6,7000,7,0,0,0,0,0,0,0,2.127484,1.021112,0.4991096,0.9793242,0,1,0,19,0,0,63,63,0,96,64,231102994,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,1,7,49,286,1386,0,3840959069,0,0.1,384095912.6,1306993981,0,65535,0,0,0,0,0,3,0,0,0,0,1,13,2,2,2,1,115,0,"1"
178,288230376151728128,6.994241,3,2048,54520,7000,6,7000,7,0,0,0,0,0,0,0,1.974,0.9991773,0.4564716,1.000823,0,1,0,19,0,0,63,63,0,96,64,4164666221,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,4097,7,49,286,1386,0,506975943,0,0.001,506975.9671,1690573762,0,65535,0,0,0,0,0,3,0,0,0,0,1,8,2,2,2,1,73,0,"1"
148,288230376151728128,6.965443,3,2048,57879,7000,6,7000,7,0,0,0,0,0,0,0,1.948029,0.9950634,0.4490918,1.004961,0,1,0,19,0,0,63,63,0,96,64,232887211,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,1,7,49,286,1386,0,4018305810,0,0.001,4018306.001,1687080877,0,65535,0,0,0,0,0,3,0,0,0,0,1,6,1,1,1,1,48,0,"1"
104,288230376151728128,7.289996,3,2048,50547,7000,6,7000,7,0,0,0,0,0,0,0,2.28022,1.041428,0.5390247,0.96022,0,1,0,19,0,0,63,63,0,96,64,1315660221,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,4097,7,49,286,1386,0,3278502092,0,0.1,327850214.1,1363248183,0,65535,0,0,0,0,0,3,0,0,0,0,1,6,3,3,3,1,100,0,"1"
15,576460752303456256,0,3,34525,5353,5353,17,5353,1,0,417,0,417,417,417,0,0,0,0,0,0,1,1,1,65535,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,8894,1227201,"1"
186,288230376151728128,6.953515,3,2048,53733,7000,6,7000,7,0,0,0,0,0,0,0,2.04548,0.9933593,0.4792884,1.006685,0,1,0,19,0,0,63,63,0,96,64,2281346733,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,4096,7,49,286,1386,0,36137721,0,0.001,36137.72272,1691070848,0,65535,0,0,0,0,0,3,0,0,0,0,1,6,2,2,2,1,68,0,"1"
