"flowInd","flowStat","duration","numHdrs","ethType","srcPort","dstPort","l4Proto","dstPortClassN","numPktsSnt","numPktsRcvd","numBytesSnt","numBytesRcvd","minPktSz","maxPktSz","avePktSize","stdPktSize","maxIAT","aveIAT","stdIAT","pktps","bytps","pktAsm","bytAsm","tcpFStat","ipMindIPID","ipMaxdIPID","ipMinTTL","ipMaxTTL","ipTTLChg","ipToS","ipFlags","tcpISeqN","tcpPSeqCnt","tcpSeqSntBytes","tcpSeqFaultCnt","tcpPAckCnt","tcpFlwLssAckRcvdBytes","tcpAckFaultCnt","tcpBFlgtMx","tcpInitWinSz","tcpAveWinSz","tcpMinWinSz","tcpMaxWinSz","tcpWinSzDwnCnt","tcpWinSzUpCnt","tcpWinSzChgDirCnt","tcpFlags","tcpAnomaly","tcpOptPktCnt","tcpOptCnt","tcpOptions","tcpMSS","tcpWS","tcpTmS","tcpTmER","tcpEcI","tcpUtm","tcpBtm","tcpSSASAATrip","tcpRTTAckTripMin","tcpRTTAckTripMax","tcpRTTAckTripAve","tcpRTTAckTripJitAve","tcpRTTSseqAA","tcpRTTAckJitAve","tcpStatesAFlags","icmpStat","icmpTCcnt","icmpPFindex","connSip","connDip","connSipDip","connSipDprt","connF","connG","connNumPCnt","connNumBCnt","isVPN"
443,288230376151728128,0.017974,3,2048,52967,443,6,443,3,2,0,73,0,0,0,0,0.017733,0.005991334,0.006779411,166.9077,0,0.2,-1,19,0,0,64,64,0,0,64,2027536125,3,0,0,3,0,0,0,2048,2048,2048,2048,0,0,0,273,12288,3,9,258,0,1,3768750921,3278154914,1,3768750921,1.84467e+19,0,0.017585,0.017585,0.0087925,0.006217236,0,0,1,0,0,0,16,1,2,123,7.6875,61.5,304142,384538345,"0"
1086,288230376151728128,3.565212,3,2048,443,52250,6,443,11374,34254,13915,43265686,0,1368,1.223404,24.11896,0.824523,0.000313453,0.008433901,3190.273,3902.994,-0.5014465,-0.999357,18995,1,7566,120,120,0,0,16452,3582540742,11370,13837,0,11374,43323206,374,4698,65535,3702423,65535,3702528,5260,3320,5261,795,72,11374,40508,318,1380,256,130061852,2758456701,0.001,130061.8582,1686111297,0.000123008,1.5e-05,0.02331701,0.001318991,0.001885767,0.00959022,0.01974257,2,0,0,0,1,3,51,51,51,1,1083499,2425542,"0"
236,288230376151728128,30.84548,3,2048,58675,443,6,443,11,14,1061,6068,0,517,96.45454,158.9384,30.72489,2.804134,8.376658,0.3566163,34.39726,-0.12,-0.7023426,2579,0,0,64,64,0,0,64,2661290113,10,1061,0,10,6044,0,520,65535,129090.7,65535,131328,3,4,4,283,0,11,37,286,1460,64,3434746502,1074521051,0.001,3434746.665,1693595844,0.022316,0.00252,0.02272901,0.01747686,0.006541634,0.028024,0,2,0,0,0,35,1,2,198,5.657143,99,165160,213328568,"0"
173,288230376151728128,1.143645,3,2048,53453,443,6,443,1577,849,2091074,6909,0,1368,1325.982,230.3605,0.807815,0.000725203,0.02042572,1378.924,1828429,0.3000824,0.9934137,18995,0,1,64,64,0,0,16452,2337089625,1576,2091075,0,1576,6870,1,276672,65535,130982.2,65535,131328,14,13,15,283,8,1577,4738,318,1460,64,1028783866,2225192385,0.1,102878388.1,1583369008,0.03153299,5.1e-05,0.807632,0.01045462,0.0553118,0.03170099,0,2,0,0,0,7,1,162,166,23.71428,1.024691,301853,399020568,"0"
495,288230376151728128,1.008334,3,2048,443,51781,6,443,732,1458,6832,1946436,0,1368,9.333333,89.96233,0.671088,0.001377505,0.02492845,725.9499,6775.532,-0.3315068,-0.9930046,18963,1,54540,120,120,0,0,16452,1196183235,732,6832,0,732,1949173,4,4696,65535,2902631,65535,2903552,31,636,32,795,8,732,2243,318,1380,256,1757136419,2044709551,0.01,17571363.8,1668669204,0.000156992,3e-05,0.004900032,0.000705086,0.000613745,0.01401448,0.04983452,2,0,0,0,1,3,161,161,161,1,121345,1057782,"0"
10,288230376151728128,9.921876,3,2048,53018,443,6,443,12,9,1153,1429,0,754,96.08334,176.0617,9.818134,0.8268231,2.556764,1.209449,116.2079,0.1428571,-0.1068939,2579,0,0,64,64,0,0,64,1736712173,11,1153,0,11,1429,0,754,65535,129674.6,65535,131328,3,2,4,283,0,12,40,286,1460,64,2550740575,475566309,0.001,2550740.696,1694479683,0.02327302,0.02327302,0.027368,0.02542121,0.001132491,0.02332698,0,0,0,0,0,13,1,2,47,3.615385,23.5,17857,22869787,"0"
430,288230376151728128,0,3,2048,53,59719,17,53,1,1,38,38,38,38,38,0,0,0,0,0,0,0,0,1,65535,0,63,63,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65535,0,0,0,0.017552,0,0,0,0,0,1,5,15,15,15,1,29,2652,"0"
642,288230376151728128,1.208007,3,2048,443,51912,6,443,892,1905,6942,2521101,0,1368,7.782511,81.5965,0.858878,0.001354268,0.02882209,738.4063,5746.656,-0.3621738,-0.994508,18963,1,60097,120,120,0,0,16452,3932756410,891,6903,0,892,2522491,6,4696,65535,3898734,65535,3899648,42,817,43,795,72,892,2795,318,1380,256,2950787608,3943180705,0.1,295078765.2,1391161988,0.000163008,3.8e-05,0.002852032,0.00076771,0.000619353,0.01340546,0.06443506,2,0,0,0,1,7,113,163,163,1.442478,202305,1764111,"0"
1610,288230376151728128,0.030796,3,2048,7000,63166,6,7000,8,8,3089,41,0,1374,386.125,517.6784,0.017876,0.0038495,0.004946548,259.774,100305.2,0,0.9738019,2611,0,0,64,64,0,0,64,346224429,6,3089,0,8,41,0,1715,65535,126381.8,65535,131904,1,1,2,795,192,8,28,286,1460,64,3157779801,1005828186,1,3157779801,1.84467e+19,0.004612032,0.003208,0.005134976,0.004587624,0.00048555,0.009219736,0.006843466,0,0,0,0,1,1,1,1,1,1,29003203,36788428458,"0"
648,288230376151728128,1.677873,3,2048,443,54058,6,443,1091,2072,8395,2652752,0,1368,7.694776,74.05941,1.366218,0.001537922,0.04135236,650.228,5003.358,-0.3101486,-0.9936907,18999,1,12533,120,120,0,0,16452,4058777526,1090,8356,0,1091,2969854,0,4699,65535,1983737,65535,1989120,470,532,471,795,64,1091,3467,318,1380,256,4257747551,3303047922,0.001,4257747.753,1692773300,0.00016704,4.4e-05,0.00692,0.001396368,0.001220216,0.01689903,0.09230673,2,0,0,0,1,7,109,113,113,1.036697,88090,715974,"0"
279,288230376151728128,1.248126,3,2048,51607,443,6,443,1837,614,2397235,7068,0,1368,1304.973,281.9676,0.8617589,0.000679437,0.02018248,1471.807,1920667,0.49898,0.9941205,18995,0,1,64,64,0,0,16452,4086378359,1835,2397235,0,1836,6998,2,262992,65535,130903.2,65535,131328,17,17,18,283,8,1837,5524,318,1460,64,2843512598,2007689770,0.1,284351264,1401889052,0.03169203,4.5e-05,0.861541,0.01516606,0.07687989,0.03190003,0,2,0,0,0,4,1,169,169,42.25,1,444899,586917994,"0"
312,288230376151728128,1.248379,3,2048,51632,443,6,443,1814,674,2375540,6946,0,1368,1309.559,271.9856,0.863651,0.000688191,0.02035027,1453.084,1902900,0.4581994,0.9941691,18995,0,1,64,64,0,0,16452,1710606964,1812,2375540,0,1813,6907,0,361407,65535,130981.8,65535,131328,14,13,15,283,0,1814,5449,318,1460,64,3363916570,3446692879,0.001,3363916.73,1682876436,0.03116096,5.5e-05,0.863454,0.01500352,0.06586708,0.03128496,0,2,0,0,0,5,1,154,170,34,1.103896,483720,638271382,"0"
1092,288230376151728128,6.646893,3,2048,443,52255,6,443,21496,78094,22794,98564692,0,1368,1.060383,18.06329,0.79253,0.000309216,0.005906905,3233.992,3429.271,-0.5683101,-0.9995375,18995,1,13614,120,120,0,0,18500,2725504121,21489,22803,0,21496,98744321,604,4104,65535,3903253,65535,3904768,12508,5525,12509,795,712,21496,14209,318,1380,256,679977477,1818326974,0.1,67997748.71,1618243640,0.000166,1.1e-05,0.03000397,0.001360877,0.001919839,0.01076352,0.01330357,2,0,0,0,1,5,43,47,47,1.093023,1115941,2446364,"0"
1633,288230376151728128,26.126019,3,2048,53514,443,6,443,414700,218172,522545951,97288,0,1368,1260.058,365.1128,0.814399,6.3e-05,0.001613481,15873.07,2e+07,0.3105336,0.9996277,18995,0,1,64,64,0,0,18500,87700834,21481,522545939,1,21483,97201,45,1019280,65535,131066.5,65535,131328,1373,1370,1374,283,74,21484,64462,318,1460,64,4294598769,1644897524,0.01,42945986.73,1643322570,0.03196499,1.98e-06,0.814113,0.007276106,0.007731124,0.03212902,0,2,0,0,0,8,1,18,24,3,1.333333,29276005,37086885163,"0"
346,288230376151728128,115.512313,3,2048,52502,443,6,443,16,18,1871,6586,0,1235,116.9375,290.2376,115.3666,7.219519,26.73894,0.1385134,16.19741,-0.05882353,-0.5575263,531,0,0,64,64,0,0,64,1658080822,15,1871,0,15,6586,1,1235,65535,3050.066,2752,65535,1,0,0,283,8,16,52,286,1460,64,1692997501,1808314316,0.001,1692997.581,1684572720,0.01987898,0.000738048,115.3665,13.63615,35.99649,0.019984,0,2,0,0,0,8,1,2,182,22.75,91,565709,745773836,"0"
319,288230376151728128,1.019781,3,2048,443,51639,6,443,482,833,6699,1113825,0,1368,13.89834,110.3506,0.747308,0.002115728,0.03406883,472.6505,6569.058,-0.2669201,-0.9880431,18995,1,15457,120,120,0,0,16452,1206038711,480,6691,0,482,1119745,1,4104,65535,1688879,65535,1689088,10,453,11,795,712,482,1478,318,1380,256,3146861329,29060544,0.1,314686137.6,1371554226,0.000148,4.5e-05,0.00412,0.000483097,0.000342023,0.0166926,0.06729611,2,0,0,0,1,5,139,169,169,1.215827,82659,747394,"0"
727,288230376151728128,1.119635,3,2048,443,50754,6,443,729,1293,6790,1723083,0,1368,9.314129,90.20399,0.795925,0.001535851,0.02953981,651.105,6064.477,-0.2789317,-0.9921497,18963,1,22055,120,120,0,0,16452,501590864,728,6751,0,729,1775573,0,4696,65535,2706026,65535,2706688,51,634,52,795,64,729,2240,318,1380,256,2794132264,878069019,0.1,279413230.6,1406845670,0.000177024,9.02e-06,0.005054016,0.000485278,0.000382216,0.01444648,0.06682351,2,0,0,0,1,7,47,171,171,3.638298,287409,2646704,"0"
563,288230376151728128,0.095874,3,2048,50606,443,6,443,5,2,267,0,0,267,53.4,95.52483,0.034168,0.0191748,0.01247755,52.15178,2784.905,0.4285714,1,2579,0,0,64,64,0,0,64,4003438009,2,0,0,2,0,0,267,65535,99089.43,65535,131328,0,1,1,26,12288,5,27,286,1460,64,3201772191,190829696,1,3201772191,1.84467e+19,0,0.025552,0.027436,0.026494,0.000666094,0.000124,0,6,0,0,0,5,1,120,164,32.8,1.366667,722885,953865975,"0"
734,288230376151728128,0.969708,3,2048,53929,443,6,443,1573,809,2091065,6839,0,1368,1329.348,221.4336,0.625854,0.00061647,0.01590487,1622.138,2156386,0.3207389,0.9934801,2611,0,1,64,64,0,0,16452,1005706845,1572,2091066,0,1572,6839,0,247117,65535,130978.9,65535,131328,11,10,12,283,0,1573,4723,286,1460,64,2048934844,1733680149,0.001,2048934.941,1684199147,0.03450797,2.2e-05,0.625742,0.01047907,0.03846048,0.03464998,0,2,0,0,0,7,1,126,170,24.28572,1.349206,1010010,1336097071,"0"
13,288230376151728128,1.315662,3,2048,443,50136,6,443,1126,2333,7120,3045640,0,1368,6.323268,72.60445,0.951842,0.001168439,0.02841191,855.8429,5411.724,-0.3489448,-0.9953353,18999,1,56647,120,120,0,0,16452,3882570412,1125,7081,0,1126,3052523,13,4104,65535,3516398,65535,3517184,156,890,157,795,72,1126,3605,318,1380,256,1634357637,181055967,0.1,163435766.1,1522822250,0.000194048,1.6e-05,0.00437504,0.000603575,0.000487377,0.01024333,0.06433488,2,0,0,0,1,4,149,151,151,1.013423,59600,564730,"0"
1011,288230376151728128,6.459836,3,2048,50995,443,6,443,82841,34109,104561120,25072,0,1368,1262.19,361.3272,0.761942,7.8e-05,0.002906571,12824.01,16200000,0.4166909,0.9995205,18995,0,1,64,64,0,0,18500,3089717227,17302,104559845,0,17304,25033,1,1018359,65535,131011.2,65535,131328,278,279,279,283,72,17305,51922,318,1460,64,1144002901,3770161845,0.001,1144002.955,1685115314,0.03224998,1.7e-05,0.76174,0.008041283,0.01109599,0.03243698,0,2,0,0,0,5,1,52,54,10.8,1.038462,3726844,4785148460,"0"
275,288230376151728128,0,3,2048,59959,123,17,123,1,1,48,48,48,48,48,0,0,0,0,0,0,0,0,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.02552499,0.02552499,0.02552499,0.02552499,0,0.02552499,0,0,0,0,0,6,1,4,6,1,1.5,479496,634036297,"0"
894,288230376151728128,1.120461,3,2048,443,50898,6,443,814,1369,6839,1828971,0,1368,8.40172,85.22765,0.799006,0.001376488,0.02808148,726.4867,6103.738,-0.2542373,-0.9925494,18963,1,30810,120,120,0,0,16452,1458481402,813,6800,0,814,1850860,3,4104,65535,3314147,65535,3314688,23,763,24,795,72,814,2471,318,1380,256,2887091126,3975768946,0.1,288709116.9,1397549983,0.000201984,4.6e-05,0.004665984,0.000541529,0.000394586,0.0144095,0.06239334,2,0,0,0,1,7,151,153,153,1.013245,295184,1903863,"0"
536,288230376151728128,1.110498,3,2048,443,50582,6,443,1054,2271,7087,2975403,0,1368,6.723909,75.02883,0.750995,0.001053603,0.02319601,949.1238,6381.822,-0.366015,-0.9952476,18995,1,18437,120,120,0,0,16452,1201955282,1051,7048,0,1054,2982244,8,4104,65535,4272970,65535,4273408,102,900,103,795,200,1054,3347,318,1380,256,775182020,2883978929,0.1,77518203.16,1608740452,0.000352992,4.4e-05,0.004499008,0.000597922,0.000480072,0.008816289,0.04673275,2,0,0,0,1,7,81,161,161,1.987654,61660,545534,"0"
94,288230376151728128,1.205067,3,2048,443,53391,6,443,841,1976,6980,2614184,0,1368,8.299644,83.88809,0.846552,0.001432898,0.02925276,697.8865,5792.209,-0.4029109,-0.9946741,18995,1,38284,120,120,0,0,16452,3916799624,839,6980,0,841,2739330,1,2736,65535,3695168,65535,3696128,57,757,58,795,8,841,2657,318,1380,256,346014067,1767713102,0.1,34601407.22,1651645902,0.000211008,1.6e-05,0.005144,0.000429093,0.000359415,0.0109157,0.0581059,2,0,0,0,1,3,159,159,159,1,94763,902652,"0"
888,288230376151728128,1.109432,3,2048,443,54062,6,443,866,2419,7424,3140555,0,1368,8.572748,82.81343,0.714496,0.0012811,0.02437185,780.5797,6691.712,-0.472755,-0.9952833,18963,1,47074,120,120,0,0,16452,1509884781,865,7385,0,866,3154236,4,4104,65535,2828211,65535,2846208,162,647,163,795,200,866,2852,318,1380,256,941568123,1925192905,0.1,94156813.7,1592091456,0.000219008,2.2e-05,0.003219008,0.000743817,0.000581141,0.0142448,0.04876487,2,0,0,0,1,3,153,153,153,1,268031,2550484,"0"
91,288230376151728128,1.346603,3,2048,51458,443,6,443,2344,1175,3016144,6926,0,1368,1286.751,319.3195,0.723764,0.00057449,0.0152497,1740.676,2239817,0.3321967,0.9954179,2611,0,1,64,64,0,0,16452,356436879,2343,3016145,0,2343,6926,0,361614,65535,130952.2,65535,131328,14,15,15,283,0,2344,7036,286,1460,64,3112616592,1931114682,0.1,311261663.8,1374978427,0.030749,5.4e-05,0.723573,0.01876097,0.04299411,0.030905,0,2,0,0,0,5,1,158,162,32.4,1.025316,207516,273971025,"0"
1301,288230376151728128,4.353892,3,2048,56553,443,6,443,42167,22580,53166633,17465,0,1368,1260.859,364.2154,1.221377,0.000103253,0.006229706,9684.898,12200000,0.302516,0.9993433,18995,0,1,64,64,0,0,16452,693824732,42166,53166633,0,42166,17426,44,904170,65535,130982.9,65535,131328,148,145,149,283,8,42167,60972,318,1460,64,1428507228,126788932,0.1,142850724.9,1554181901,0.02161501,1.5e-05,1.221133,0.005871045,0.01954297,0.02177002,0,0,0,0,0,7,1,36,60,8.571428,1.666667,9455116,12027645971,"0"
385,288230376151728128,1.210726,3,2048,443,50449,6,443,968,1945,6980,2553724,0,1368,7.210744,78.23985,0.872606,0.00125075,0.02809897,799.5203,5765.136,-0.3353931,-0.9945484,18995,1,31165,120,120,0,0,16452,3626484538,967,6941,0,968,2561933,15,2736,65535,3579009,65535,3579136,88,806,89,795,72,968,3056,318,1380,256,2886457970,13279994,0.1,288645801.3,1397612665,0.000184,2.3e-05,0.004957984,0.000654008,0.000519799,0.01232272,0.06244843,2,0,0,0,1,4,165,167,167,1.012121,114035,1067162,"0"
76,288230376151728128,1.790894,3,2048,443,53046,6,443,962,1821,8004,2351339,0,1368,8.320167,78.89847,1.472168,0.001861636,0.04744457,537.1619,4469.276,-0.3086597,-0.9932151,18995,1,54634,120,120,0,0,16452,1740757943,961,7965,0,962,2367756,12,4698,65535,1790196,65535,1791744,483,398,484,795,72,962,3071,318,1380,256,3371478543,1860380480,0.001,3371478.703,1693658979,0.000179968,2e-05,0.009721024,0.000783345,0.000770341,0.01790238,0.1066106,2,0,0,0,1,35,119,201,201,1.689076,91098,726235,"0"
992,288230376151728128,1.001345,3,2048,443,52182,6,443,484,939,6733,1262992,0,1368,13.91116,110.3396,0.699799,0.002068894,0.03188756,483.3499,6723.956,-0.319747,-0.9893945,2579,1,14246,120,120,0,0,16448,355055314,483,6694,0,484,1262993,0,4697,65535,2075522,65535,2076416,14,447,15,795,192,484,1454,286,1380,256,815038109,251593577,0.004,3260152.591,1682980996,0.000227008,8.4e-05,0.004121024,0.000697905,0.000536499,0.01358573,0.04588488,2,0,0,0,1,6,89,95,95,1.067416,289586,1711450,"0"
780,288230376151728128,1.674091,3,2048,443,54442,6,443,1077,1821,8347,2349974,0,1368,7.750232,74.53365,1.377091,0.001554402,0.04194895,643.3342,4985.989,-0.2567288,-0.9929212,18999,1,3232,120,120,0,0,16452,678445199,1076,8308,0,1077,2547764,1,4699,65535,3005828,65535,3006208,289,729,290,795,72,1077,3359,318,1380,256,4127273857,3631647630,0.001,4127274.053,1692903986,0.00012896,4.1e-05,0.006906016,0.000888129,0.000717458,0.01795874,0.09340115,0,0,0,0,1,8,91,121,121,1.32967,47088,394729,"0"
1056,288230376151728128,4.490874,3,2048,443,53123,6,443,16812,54062,17742,68270193,0,1368,1.055318,20.09488,0.756054,0.000267123,0.006207515,3743.592,3950.679,-0.5255806,-0.9994803,18999,1,48590,120,120,0,0,16452,3430918531,16810,17742,0,16812,68567617,552,4104,65535,3920128,65535,3920128,8901,4842,8902,795,8,16812,60902,318,1380,256,139278233,1734263597,0.1,13927823.51,1672338717,0.000204,1.1e-05,0.02886998,0.001057511,0.001385554,0.008236182,0.0134449,2,0,0,0,1,8,59,67,67,1.135593,1010626,957821,"0"
1613,288230376151728128,0,3,2048,53,54814,17,53,1,1,106,40,106,106,106,0,0,0,0,0,0,0,0.4520548,1,65535,0,63,63,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65535,0,0,0,0.08663904,0,0,0,0,0,1,7,35,35,35,1,27,2475,"0"
817,288230376151728128,0.929155,3,2048,443,50835,6,443,678,1087,6803,1457775,0,1368,10.03392,93.28043,0.638346,0.001370435,0.02459858,729.6953,7321.707,-0.231728,-0.99071,18963,1,46262,120,120,0,0,16448,2304030809,677,6764,0,678,1457776,0,4104,65535,2632734,65535,2633472,12,633,13,795,64,678,2042,318,1380,256,3393028324,651655937,0.001,3393028.485,1682865982,0.000176,2e-05,0.004756032,0.000637241,0.000514282,0.0157958,0.05484713,2,0,0,0,1,8,109,172,172,1.577982,65536,598968,"0"
242,288230376151728128,1.250411,3,2048,51577,443,6,443,1912,783,2521057,6942,0,1368,1318.544,251.4421,0.891516,0.000653981,0.02046201,1529.097,2016183,0.4189239,0.9945079,18995,0,1,64,64,0,0,16452,278137917,1911,2521058,0,1911,6903,1,287083,65535,130874.6,65535,131328,14,12,15,283,8,1912,5743,318,1460,64,4156639533,2775495869,0.1,415663959.5,1270576305,0.03026299,1.2e-05,0.891356,0.01284497,0.07070131,0.030476,0,2,0,0,0,5,1,36,144,28.8,4,384744,507628931,"0"
181,288230376151728128,0.034518,3,2048,50259,7000,6,7000,8,7,41,3090,0,41,5.125,11.3285,0.013981,0.00431475,0.003952676,231.7631,1187.786,0.06666667,-0.9738103,18963,0,0,63,63,0,96,64,1836713013,6,41,0,7,1716,1,41,65535,125713.8,65535,131904,1,2,2,283,136,8,34,318,1386,64,2511435263,1502293607,1,2511435263,1.84467e+19,0.000840992,9.7e-05,0.008576,0.00264672,0.003201426,0.01043699,0,0,0,0,0,1,2,2,2,2,1,33,164,"0"
1068,288230376151728128,0,3,2048,57396,53200,6,53200,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,65535,0,254,254,0,0,0,3774579838,0,0,0,0,0,0,0,65320,65320,65320,65320,0,0,0,2,12288,1,1,4,1380,1,0,0,0,0,0,0.000328,0.000328,0.000328,0.000328,0,0.000328,0,3,0,0,0,1,2,2,2,2,1,184,943,"0"
205,288230376151728128,1.030331,3,2048,443,53483,6,443,572,1217,6800,1629204,0,1368,11.88811,101.4548,0.72867,0.001801278,0.03053902,555.1614,6599.821,-0.3605366,-0.9916871,18963,1,51747,120,120,0,0,16452,2883858389,572,6800,0,572,1654291,0,4104,65535,2823397,65535,2824448,22,516,23,795,0,572,1748,318,1380,256,1883208608,252508787,0.1,188320863.6,1497926578,0.000181008,3.6e-05,0.004804,0.000624635,0.000580221,0.01327052,0.0615352,2,0,0,0,1,7,161,165,165,1.024845,155332,1507683,"0"
187,288230376151728128,1.015839,3,2048,50273,443,6,443,1133,484,1526520,6808,0,1368,1347.326,159.895,0.681672,0.000896592,0.0203696,1115.334,1502718,0.4013605,0.99112,18995,0,1,64,64,0,0,16452,536333251,1131,1526520,0,1132,6769,0,183312,65535,130985.5,65535,131328,10,10,11,283,0,1133,3406,318,1460,64,537443540,146920269,0.01,5374435.28,1680883782,0.03077101,0.00049696,0.681529,0.01390262,0.06132035,0.03094701,0,2,0,0,0,4,1,166,168,42,1.012048,342294,451474326,"0"
737,288230376151728128,0,3,2048,60422,9483,6,9483,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,65535,0,254,254,0,0,0,2097936744,0,0,0,0,0,0,0,65320,65320,65320,65320,0,0,0,2,12288,1,1,4,1380,1,0,0,0,0,0,0.000132,0.000132,0.000132,0.000132,0,0.000132,0,3,0,0,0,1,2,2,2,2,1,38,8799,"0"
1678,288230376151728128,45.886274,3,2048,443,52526,6,443,195314,377610,87476,486281807,0,1368,0.4478737,7.183999,0.722346,0.000234942,0.004145239,4256.48,1906.365,-0.3181853,-0.9996402,18967,1,52506,120,120,0,0,18500,817706891,64167,87485,0,64242,487004864,4112,4697,65535,3933696,65535,3933696,9,825,10,795,712,64242,50132,318,1380,256,2010120042,3992761109,0.001,2010120.137,1684232627,0.000182976,0,0.258717,0.001085704,0.002235194,0.01453877,0.02795709,2,0,0,0,1,9,3,17,17,5.666667,1061889,1568602,"0"
884,288230376151728128,1.204142,3,2048,443,50890,6,443,1171,2357,7084,3076404,0,1368,6.049531,71.19263,0.835421,0.001028303,0.02448599,972.4767,5883.027,-0.3361678,-0.9954052,18963,1,53545,120,120,0,0,16452,1546889236,1170,7045,0,1171,3096967,24,4104,65535,3932672,65535,3932672,42,817,43,795,72,1171,3752,318,1380,256,3405515241,88466257,0.1,340551529.2,1345707558,0.00024,3.3e-05,0.004668992,0.000698032,0.000567699,0.0107962,0.05463841,2,0,0,0,1,7,163,165,165,1.01227,231613,1861577,"0"
412,288230376151728128,0.831474,3,2048,50320,7000,6,7000,8,7,41,3090,0,41,5.125,11.3285,0.331378,0.1039343,0.1142043,9.621468,49.31002,0.06666667,-0.9738103,18963,0,0,63,63,0,96,64,3312531067,6,41,0,7,1716,1,41,65535,125713.8,65535,131904,1,2,2,475,136,8,34,318,1386,64,327285510,4088946633,0.001,327285.5255,1685913195,0.000417008,7.3e-05,0.02139898,0.006244853,0.008188011,0.267122,0,0,0,0,0,1,2,2,2,2,1,96,492,"0"
116,288230376151728128,0,3,2048,52109,21,6,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,65535,0,254,254,0,0,0,966679263,0,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,2,12288,1,1,4,1380,1,0,0,0,0,0,0.00018304,0.00018304,0.00018304,0.00018304,0,0.00018304,0,3,0,0,0,1,1,2,2,2,1,23,82,"0"
533,288230376151728128,1.543682,3,2048,58724,443,6,443,61,197,4317,255904,0,1368,70.77049,248.8647,1.394748,0.02530626,0.1753801,39.51591,2796.561,-0.5271318,-0.9668205,2579,0,0,64,64,0,0,64,2147565194,59,4317,0,59,255904,0,3769,65535,197738.9,0,282880,4,6,5,30,0,60,184,286,1460,64,2252807620,1896115938,1,2252807620,1.84467e+19,0.01892,6.8e-05,0.02073898,0.002245538,0.003988768,0.01982301,0,70,0,0,0,7,1,2,116,16.57143,58,425786,542777191,"0"
711,288230376151728128,1.569627,3,2048,443,54243,6,443,924,1778,8347,2293158,0,1368,9.033549,80.52824,1.256805,0.00169873,0.04133222,588.6749,5317.824,-0.3160622,-0.9927465,18963,1,29016,120,120,0,0,16452,3708378664,923,8308,0,924,2301367,18,4698,65535,2075669,65535,2076672,396,442,397,795,72,924,2906,318,1380,256,2381201911,926126687,0.1,238120194.6,1458910952,0.000185984,2.7e-05,0.006652992,0.000923267,0.000812802,0.01768489,0.09189641,2,0,0,0,1,8,29,121,121,4.172414,91048,740509,"0"
949,288230376151728128,0,3,2048,53,49239,17,53,1,1,49,49,49,49,49,0,0,0,0,0,0,0,0,1,65535,0,63,63,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65535,0,0,0,0.018536,0,0,0,0,0,1,6,13,13,13,1,24,2199,"0"
295,288230376151728128,1.211538,3,2048,443,50367,6,443,886,2036,6976,2651936,0,1368,7.873589,81.92879,0.84655,0.001367424,0.02850985,731.3019,5757.971,-0.393566,-0.9947528,18995,1,25264,120,120,0,0,16448,612293631,886,6976,0,886,2650569,18,4696,65535,2316698,65535,2316800,186,532,187,795,8,886,2885,318,1380,256,147055233,2249753537,0.1,14705523.52,1671552829,0.000202016,3e-05,0.01331699,0.000990063,0.001071458,0.01206008,0.05673202,2,0,0,0,1,5,15,169,169,11.26667,179528,1619569,"0"
1385,288230376151728128,35.365228,3,2048,443,52380,6,443,145,56,160116,15931,0,1368,1104.248,504.8931,30.11555,0.2438981,2.486854,4.100073,4527.498,0.4427861,0.8190143,18963,30614,60607,48,48,0,0,16452,211443315,144,160116,0,144,14532,1,15048,65535,121828,0,174080,1,8,2,799,8,144,437,318,1380,2048,1378972777,4249341651,0.01,13789727.46,1672452161,0.000404,2.4e-05,1.138882,0.08060635,0.2506018,0.6406996,3.508468,66,0,0,0,1,13,1,67,67,67,145,160116,"0"
1138,288230376151728128,0.092848,3,2048,51073,853,6,853,11,10,605,8074,0,517,55,123.4723,0.027444,0.008440727,0.008343989,118.4732,6516.026,0.04761905,-0.860583,2579,0,0,64,64,0,0,64,798558333,8,581,0,8,7572,0,517,65535,62096.44,0,131328,3,4,4,287,0,9,31,286,1460,64,2154480942,1018494765,1,2154480942,1.84467e+19,0.02726701,0.000606976,0.02726701,0.01287501,0.009188943,0.02744403,0,82,0,0,0,13,1,4,8,0.6153846,2,6027573,7700154947,"0"
