"flowInd","flowStat","duration","numHdrs","ethType","srcPort","dstPort","l4Proto","dstPortClassN","numPktsSnt","numPktsRcvd","numBytesSnt","numBytesRcvd","minPktSz","maxPktSz","avePktSize","stdPktSize","maxIAT","aveIAT","stdIAT","pktps","bytps","pktAsm","bytAsm","tcpFStat","ipMindIPID","ipMaxdIPID","ipMinTTL","ipMaxTTL","ipTTLChg","ipToS","ipFlags","tcpISeqN","tcpPSeqCnt","tcpSeqSntBytes","tcpSeqFaultCnt","tcpPAckCnt","tcpFlwLssAckRcvdBytes","tcpAckFaultCnt","tcpBFlgtMx","tcpInitWinSz","tcpAveWinSz","tcpMinWinSz","tcpMaxWinSz","tcpWinSzDwnCnt","tcpWinSzUpCnt","tcpWinSzChgDirCnt","tcpFlags","tcpAnomaly","tcpOptPktCnt","tcpOptCnt","tcpOptions","tcpMSS","tcpWS","tcpTmS","tcpTmER","tcpEcI","tcpUtm","tcpBtm","tcpSSASAATrip","tcpRTTAckTripMin","tcpRTTAckTripMax","tcpRTTAckTripAve","tcpRTTAckTripJitAve","tcpRTTSseqAA","tcpRTTAckJitAve","tcpStatesAFlags","icmpStat","icmpTCcnt","icmpPFindex","connSip","connDip","connSipDip","connSipDprt","connF","connG","connNumPCnt","connNumBCnt","isVPN"
628,288230376151728128,1.0442,3,2048,53939,443,6,443,814,403,1114682,6733,0,1400,1369.388,197.7059,0.779629,0.001282801,0.02736303,779.5442,1067499,0.3377157,0.9879919,18995,0,1,64,64,0,0,16452,235448338,813,1114683,0,813,6694,1,70000,65535,130821.1,65535,131584,8,8,9,283,8,814,2449,318,1460,64,3303648154,4163395226,0.001,3303648.311,1682753577,0.02611597,2e-05,0.779426,0.01647356,0.08572339,0.02622597,0,2,0,0,0,4,1,152,152,38,1,1061325,1434663988,"0"
49,288230376151728128,1.140044,3,2048,56515,443,6,443,1615,728,2227324,6839,0,1400,1379.148,155.5518,0.794837,0.00070591,0.01982789,1416.612,1953718,0.3785745,0.9938778,18995,0,1,64,64,0,0,16452,1816810487,1589,2998215,1,1614,6839,0,174637,65535,130949.8,65535,131584,13,13,14,283,68,1615,4852,318,1460,64,1428638416,786275506,0.1,142863843.7,1543037817,0.02418797,1.7e-05,0.7946619,0.007106879,0.03007779,0.02431302,0,2,0,0,0,6,1,152,152,25.33333,1,211426,283292879,"0"
770,288230376151728128,1.34761,3,2048,54071,443,6,443,2262,1061,3116413,8083,0,1400,1377.725,160.0367,0.913127,0.00059576,0.0192413,1678.527,2312548,0.3614204,0.994826,18995,0,1,64,64,0,0,16452,558235674,2231,5986257,1,2261,7010,1,113379,65535,130990.2,65535,131584,16,16,17,283,74,2262,6799,318,1460,64,3918774873,4163609139,0.1,391877493.1,1294179945,0.02617901,1.6e-05,0.912941,0.007452699,0.04006733,0.02634298,0,2,0,0,0,9,1,76,144,16,1.894737,1311947,1772859977,"0"
1224,288230376185282560,0.000819,4,2048,38986,1900,17,1900,2,0,927,0,444,483,463.5,13.78858,0.000819,0.0004095,0.00028956,2442.002,1131868,1,1,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,1,1,10,10,10,1,458,144837,"0"
297,288230376151728128,1.003075,3,2048,53654,443,6,443,1011,549,1391368,6692,0,1400,1376.229,174.9043,0.727453,0.000992161,0.02292463,1007.901,1387103,0.2961538,0.9904267,2579,0,1,64,64,0,0,16452,4151924587,1005,1497409,1,1010,6692,0,84000,65535,131002.6,65535,131584,8,11,9,283,68,1011,3037,286,1460,64,547804045,4103722989,0.001,547804.071,1685508960,0.02094701,2e-05,0.7273089,0.008918646,0.04408643,0.02117301,0,2,0,0,0,6,1,146,152,25.33333,1.041096,545390,734429878,"0"
797,288230376151728128,2.064169,3,2048,58415,443,6,443,3053,1500,4232680,7085,0,1400,1386.4,121.4048,0.699096,0.000676112,0.01328503,1479.046,2050549,0.3410938,0.9966578,18995,0,1,64,64,0,0,16452,227972627,3025,6171298,2,3052,7046,0,936116,65535,130991.4,65535,131584,19,19,20,283,196,3053,9169,318,1460,64,238268490,3371340642,0.1,23826849.36,1662086562,0.02575802,1.4e-05,0.698944,0.01016408,0.03695548,0.02586099,0,2,0,0,0,6,1,162,162,27,1,1378969,1864362758,"0"
613,288230376151728128,1.212455,3,2048,443,53924,6,443,883,1992,6903,2741159,0,1400,7.817667,82.73389,0.835014,0.001373109,0.02811055,728.2744,5693.407,-0.3857391,-0.9949761,18995,1,57786,123,123,0,192,16452,3971059802,880,7937,0,883,2436946,38,4696,65535,2825961,65535,2827008,207,601,208,795,584,883,3404,318,1412,256,577080523,551938934,0.1,57708053.16,1628349147,0.000136,1.2e-05,0.005088,0.000340417,0.000361989,0.008820926,0.05754931,2,0,0,0,1,7,1,153,153,153,898,13097,"0"
132,288230376151728128,0.910437,3,2048,443,57809,6,443,605,1169,6733,1611115,0,1400,11.12893,99.71731,0.627788,0.001504855,0.02554771,664.5161,7395.35,-0.3179256,-0.9916766,18995,1,5093,123,123,0,192,16452,248445878,602,7771,0,605,1469929,14,2800,65535,1956858,65535,1963008,110,443,111,795,584,605,2159,318,1412,256,1775940309,2585662581,0.001,1775940.393,1684136578,0.000166,1.6e-05,0.004448,0.000273768,0.000258707,0.01283897,0.05083064,2,0,0,0,1,4,159,159,159,1,113290,1025557,"0"
1253,288230376151728128,0,3,2048,53,51443,17,53,1,1,62,46,62,62,62,0,0,0,0,0,0,0,0.1481481,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65535,0,0,0,0.01271398,0,0,0,0,0,1,7,15,15,15,1,464,146785,"0"
1051,288230376151728128,2.95079,3,2048,443,57368,6,443,6546,13984,10125,19534269,0,1400,1.546746,30.75628,0.815823,0.000450777,0.01057973,2218.389,3431.285,-0.3622991,-0.9989639,18999,1,43301,123,123,0,192,18500,2946893360,6543,11160,0,6546,19124868,114,2800,65535,3933696,65535,3933696,17,798,18,795,584,6546,20186,318,1412,256,2171521032,3454670836,0.001,2171521.135,1683732096,0.000162976,1.02e-06,0.220979,0.000195617,0.001874618,0.003299966,0.02095854,2,0,0,0,1,8,25,35,35,1.4,604428,591898,"0"
697,288230376151728128,0.933487,3,2048,58336,443,6,443,1283,607,1764561,7846,0,1400,1375.34,175.5251,0.621494,0.000727582,0.01741041,1374.417,1890290,0.3576719,0.9911465,18995,0,1,64,64,0,0,16452,1523253887,1265,2164476,2,1282,6768,1,92400,65535,130990.9,65535,131584,11,13,12,283,78,1283,3862,318,1460,64,77574445,2832825054,0.001,77574.44869,1685835718,0.02663398,1e-05,0.621317,0.008116454,0.03584,0.02685101,0,2,0,0,0,10,1,44,162,16.2,3.681818,1242078,1676756528,"0"
345,288230376151728128,1.042726,3,2048,443,59291,6,443,661,1716,7920,2358605,0,1400,11.98185,103.672,0.666808,0.001577498,0.02597908,633.9153,7595.476,-0.4438368,-0.9933066,18999,1,30000,123,123,0,192,16452,1543127110,656,8890,1,661,2090941,35,4698,65535,1829622,65535,1832448,191,386,192,795,716,661,2633,318,1412,256,1719945978,970539105,0.1,171994600.4,1513925441,0.000204992,3.4e-05,0.004812992,0.000431783,0.0004074,0.007079763,0.0367784,2,0,0,0,1,3,161,161,161,1,114139,1012554,"0"
211,288230376151728128,1.237346,3,2048,55329,443,6,443,1222,501,1680652,6769,0,1400,1375.329,167.6331,0.906756,0.001012558,0.02597712,987.5976,1358272,0.4184562,0.9919771,18995,0,1,64,64,0,0,16452,2315523916,1212,2065363,0,1221,6769,0,122059,65535,130954.6,65535,131584,11,11,12,283,64,1222,3673,318,1460,64,78321344,633252377,0.1,7832134.517,1678062538,0.02503302,2.7e-05,0.906584,0.007992902,0.04055735,0.02517299,0,2,0,0,0,6,1,158,164,27.33333,1.037975,452433,618052862,"0"
474,288230376151728128,1.233952,3,2048,443,53802,6,443,508,931,7776,1276974,0,1400,15.30709,117.8861,0.917796,0.00242904,0.04068078,411.6854,6301.704,-0.2939541,-0.9878949,18967,1,57733,123,123,0,192,16452,4069203682,503,8744,1,508,1256212,8,3298,65535,1656630,65535,1657088,39,408,40,795,716,508,1592,318,1412,256,3603740921,2850879968,0.1,360374097.5,1325682907,0.000128992,9.98e-06,0.004795008,0.000264427,0.000258701,0.009407939,0.05881795,2,0,0,0,1,3,145,145,145,1,105586,935325,"0"
420,288230376151728128,1.031396,3,2048,56842,443,6,443,1502,663,2067479,7849,0,1400,1376.484,167.4753,0.69457,0.000686682,0.01798447,1456.279,2004544,0.3875289,0.9924359,18995,0,1,64,64,0,0,16452,2783603339,1485,2747698,2,1501,6770,1,100800,65535,130990.9,65535,131584,12,12,13,283,78,1502,4519,318,1460,64,2717257421,957786642,0.1,271725746.1,1414176427,0.02595699,1.5e-05,0.69443,0.007603558,0.03814606,0.02610502,0,2,0,0,0,7,1,18,150,21.42857,8.333333,825377,1102257740,"0"
748,288230376151728128,1.997683,3,2048,57140,443,6,443,2897,1324,4008643,6974,0,1400,1383.722,134.6263,0.745534,0.000689569,0.01440111,1450.18,2006646,0.3726605,0.9965265,18995,0,1,64,64,0,0,16452,4002493237,2869,5896647,2,2896,6974,1,922119,65535,130933.4,65535,131584,19,19,20,283,204,2897,8698,318,1460,64,3606736547,938400044,0.001,3606736.718,1682295907,0.02589504,1.4e-05,0.745462,0.01029264,0.03635323,0.02604403,0,2,0,0,0,2,1,152,152,76,1,1388494,1858341807,"0"
773,288230376151728128,2.057742,3,2048,57164,443,6,443,2904,1237,4019355,8051,0,1400,1384.075,135.4284,0.817068,0.000708589,0.01568693,1411.256,1953284,0.4025598,0.9960019,18963,0,1,64,64,0,0,16452,419359015,2880,5947186,2,2903,6976,2,929126,65535,130993.6,65535,131584,18,18,19,283,204,2904,8725,318,1460,64,3236263362,2671390369,0.001,3236263.516,1682666421,0.02535098,1.3e-05,0.8168291,0.01082848,0.03407101,0.02549702,0,2,0,0,0,8,1,138,154,19.25,1.115942,1468391,1955611689,"0"
535,288230376151728128,0.929699,3,2048,443,58187,6,443,496,1091,7764,1501014,0,1400,15.65323,119.0443,0.636888,0.001874393,0.02861357,533.506,8351.09,-0.3749212,-0.9897082,18995,1,6479,123,123,0,192,16452,2215603656,492,8758,0,496,1389015,13,2800,65535,1725231,65535,1728512,93,334,94,795,712,496,1763,318,1412,256,1401926569,3822825054,0.001,1401926.636,1684511146,0.000179008,1.6e-05,0.004113008,0.000221006,0.000194744,0.01403196,0.05911081,2,0,0,0,1,3,159,159,159,1,90067,815132,"0"
1267,288230376151728128,120.349294,3,2048,443,57472,6,443,21,20,8587,1063,0,1440,408.9048,516.4206,120.0214,5.730919,24.83668,0.1744921,71.35065,0.02439024,0.7796891,531,0,2435,53,53,0,0,68,161165134,19,8587,0,19,1039,0,1440,65160,31612.93,0,65160,3,0,0,799,0,19,59,286,1452,128,2046449565,793299535,0.001,2046449.662,1683858425,0.00019104,4.5e-05,0.01311501,0.001887908,0.003630354,12.03411,35.0082,82,0,0,0,1,9,1,11,11,11,3893,5478873,"0"
546,288230376151728128,1.239147,3,2048,56954,443,6,443,2170,995,2986965,8049,0,1400,1376.482,161.4861,0.837268,0.000571035,0.01801939,1751.205,2410501,0.371248,0.9946251,18995,0,1,64,64,0,0,16452,646319565,2142,5233564,2,2169,6975,1,112000,65535,130990.2,65535,131584,16,16,17,283,78,2170,6523,318,1460,64,1472054817,783822154,0.1,147205483.9,1538696868,0.02473402,1.7e-05,0.837062,0.006287417,0.02707476,0.02490605,0,2,0,0,0,5,1,154,154,30.8,1,1046555,1391351302,"0"
834,288230376151728128,1.129199,3,2048,443,54130,6,443,384,811,7777,1111831,0,1400,20.2526,135.2251,0.861301,0.002940622,0.04388189,340.0641,6887.183,-0.3573222,-0.9861076,18967,1,63018,123,123,0,192,16452,2486021670,379,8746,0,384,1111832,1,4697,65535,1867420,65535,1867776,15,342,16,795,712,384,1157,318,1412,256,976211212,641874351,0.1,97621122.65,1588436418,0.000157,2e-05,0.004773,0.000191454,0.00024639,0.01877464,0.09700966,2,0,0,0,1,5,89,89,89,1,182598,531924,"0"
415,288230376151728128,2.159652,3,2048,56837,443,6,443,2828,1541,3871310,6935,0,1400,1368.922,145.2906,0.846421,0.000763667,0.0168218,1309.47,1792562,0.2945754,0.9964237,18995,0,1,64,64,0,0,16452,1025548719,2794,7208939,2,2827,6935,1,346824,65535,130944.7,65535,131584,16,15,17,283,204,2828,8491,318,1460,64,3221745931,3139152188,0.1,322174597.9,1363727569,0.02501002,1e-05,0.846301,0.008024363,0.03127124,0.02520298,0,2,0,0,0,7,1,28,150,21.42857,5.357143,814215,1086920608,"0"
142,288230376151728128,1.224009,3,2048,443,56587,6,443,1034,2269,6979,3130201,0,1400,6.749516,76.58167,0.8091,0.001183761,0.02518113,844.765,5701.755,-0.3739025,-0.9955508,18995,1,46866,123,123,0,192,16452,2081034533,1031,8018,0,1034,2816856,43,4697,65535,3594979,65535,3596288,229,716,230,795,584,1034,3923,318,1412,256,3482206493,3365003942,0.1,348220654.5,1337681121,0.000195008,1.2e-05,0.004468,0.000393451,0.00042888,0.006124456,0.02592237,2,0,0,0,1,8,131,147,147,1.122137,133957,1167701,"0"
661,288230376151728128,2.238251,3,2048,443,57056,6,443,1779,4739,7046,6431352,0,1400,3.960652,58.47988,0.672906,0.001258152,0.01688001,794.817,3147.994,-0.454127,-0.9978113,18995,1,8613,123,123,0,192,16452,531888798,1776,8081,1,1779,3109252,880,4698,65535,2684467,65535,2684672,90,604,91,795,588,1779,8102,318,1412,256,1846499980,3582783743,0.001,1846500.068,1684056012,0.000216,1.6e-05,0.186815,0.002360694,0.004114736,0.01565528,0.02118127,2,0,0,0,1,5,155,155,155,1,236578,2013476,"0"
70,288230376151728128,1.138308,3,2048,55201,443,6,443,1530,735,2070975,6837,0,1400,1353.578,188.9161,0.780131,0.000743992,0.01999266,1344.1,1819345,0.3509934,0.9934191,18995,0,1,64,64,0,0,16452,3731216838,1513,2764704,0,1529,6837,0,142800,65535,130947.1,65535,131584,15,14,16,283,64,1530,4597,318,1460,64,2689880244,2603760759,0.1,268988028.4,1416906444,0.02752699,1.4e-05,0.779966,0.01001915,0.05722838,0.02769299,0,2,0,0,0,4,1,158,160,40,1.012658,229499,312708904,"0"
386,288230376151728128,1.220113,3,2048,443,55487,6,443,1097,2450,6957,3386811,0,1400,6.341841,74.33071,0.775975,0.001112227,0.02346878,899.097,5701.931,-0.3814491,-0.9959002,18995,1,38629,123,123,0,192,16452,4170348733,1094,7991,0,1097,3072972,33,4698,65535,3905161,65535,3907584,223,781,224,795,584,1097,4079,318,1412,256,701895333,3724087001,0.1,70189534.35,1615705377,0.000180992,1.6e-05,0.004849024,0.000370834,0.00038024,0.006458117,0.02434724,2,0,0,0,1,9,69,159,159,2.304348,155987,1405007,"0"
738,288230376151728128,1.248034,3,2048,59618,443,6,443,2255,1104,3108612,8061,0,1400,1378.542,153.812,0.768768,0.000553452,0.01625246,1806.842,2490807,0.3426615,0.9948272,18995,0,1,64,64,0,0,18500,2401705941,2238,3628095,2,2254,6981,3,207044,65535,130990.9,65535,131584,15,17,16,283,78,2255,6784,318,1460,64,3367970281,3766751260,0.1,336797033.1,1349123493,0.02446797,1.5e-05,0.768746,0.006431429,0.03282229,0.024608,0,2,0,0,0,9,1,32,164,18.22222,5.125,1278834,1728256262,"0"
1145,288230376151728128,7.372999,3,2048,5353,5353,17,5353,22,0,7854,0,121,1109,357,288.275,2.098558,0.3351363,0.4565427,2.98386,1065.238,1,1,1,62259,55050,255,255,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1,23,7922,"0"
890,288230376151728128,1.235541,3,2048,59758,443,6,443,2155,1006,2959761,8049,0,1400,1373.439,168.6534,0.820828,0.000573337,0.01774122,1744.175,2395518,0.3634926,0.9945758,18995,0,1,64,64,0,0,16452,2575596952,2128,3598745,2,2154,6975,1,138880,65535,130989.6,65535,131584,15,13,16,283,78,2155,6478,318,1460,64,4230286542,4137125916,0.001,4230286.743,1681690450,0.02698496,3.2e-05,0.82063,0.01016155,0.05769062,0.02716294,0,2,0,0,0,6,1,100,100,16.66667,1,1773370,2409283777,"0"
178,288230376151728128,1.244003,3,2048,53544,443,6,443,1388,653,1909332,6807,0,1400,1375.599,173.4505,0.92586,0.000896256,0.02488257,1115.753,1534829,0.3601176,0.9928951,18995,0,1,64,64,0,0,16452,2242921425,1368,2414411,1,1387,6768,1,78400,65535,130987.5,65535,131584,13,12,14,283,76,1388,4174,318,1460,64,2399887352,4103561530,0.1,239988738.8,1446067864,0.02099699,9.98e-06,0.925698,0.01146475,0.07201464,0.02118297,0,2,0,0,0,7,1,144,154,22,1.069444,349222,475651967,"0"
385,288230376151728128,1.061026,3,2048,58044,443,6,443,1499,690,2067738,7880,0,1400,1379.412,156.5552,0.672627,0.000707823,0.01745499,1412.783,1948810,0.3695751,0.9924071,18995,0,1,64,64,0,0,16452,2157819531,1477,2583075,1,1498,6803,1,84000,65535,130989.8,65535,131584,11,14,12,283,74,1499,4510,318,1460,64,2872740058,2955498354,0.1,287274010.1,1398638854,0.027594,6.98e-06,0.672439,0.007693592,0.03627266,0.027785,0,2,0,0,0,3,1,168,168,56,1,705103,959518110,"0"
1184,288230376151728128,9.510416,3,2048,443,59963,6,443,20647,41657,16819,58236299,0,1400,0.8145978,18.77143,0.721755,0.00046062,0.005906847,2170.988,1768.482,-0.3372175,-0.9994225,18999,1,27052,123,123,0,192,16452,134405884,20636,18346,1,20647,57104242,397,4697,65535,3934464,65535,3934464,37,1063,38,795,716,20647,63176,318,1412,256,712892248,3893341335,0.1,71289225.86,1614632749,0.000210016,6.02e-06,0.177815,0.000374804,0.002111428,0.003384443,0.007871914,2,0,0,0,1,8,9,13,13,1.444444,681101,562568,"0"
547,288230376151728128,2.064648,3,2048,55627,443,6,443,2823,1267,3905335,6974,0,1400,1383.399,135.6031,0.809165,0.000731367,0.01576334,1367.303,1891526,0.3804401,0.9964349,2611,0,1,64,64,0,0,16452,147284951,2794,5777576,2,2822,6974,0,903916,65535,130881.7,65535,131584,16,17,17,283,196,2823,8473,286,1460,64,1797854209,3787888530,0.1,179785423.6,1506109692,0.02641798,1.5e-05,0.809022,0.01269253,0.04604771,0.02663194,0,2,0,0,0,7,1,164,172,24.57143,1.04878,989951,1336796735,"0"
1055,288230376185282560,0.00159,4,2048,35778,1900,17,1900,3,0,1386,0,435,507,462,26.11034,0.000849,0.00053,0.000282271,1886.792,871698.1,1,1,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,1,1,11,11,11,1,288,84462,"0"
857,288230376151728128,0.924691,3,2048,443,59726,6,443,364,780,7694,1067422,0,1400,21.13736,138.7237,0.645064,0.00254036,0.03380138,393.645,8320.617,-0.3636364,-0.9856871,18967,1,14640,123,123,0,192,16452,1979795176,359,8657,1,364,1067423,1,4696,65535,1694014,65535,1694464,17,307,18,795,716,364,1097,318,1412,256,1644920529,167305614,0.001,1644920.607,1684275768,0.000124,1.2e-05,0.00307,0.000192194,0.000212483,0.0107086,0.04979523,2,0,0,0,1,4,153,153,153,1,155315,1234570,"0"
1162,576460752303456256,8.626264,3,34525,0,0,58,0,6,0,144,0,24,24,24,0,4.5791,1.437711,1.250877,0.6955503,16.69321,-1,1,1,65535,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65535,0,0,0,0,0,0,1,6,0,2,1,1,1,0.5,1,20,4443,"0"
1056,288230376151728128,10.748157,3,2048,443,54282,6,443,35751,73836,23090,103239270,0,1400,0.6458561,14.10812,0.816379,0.000300638,0.004771822,3326.245,2148.275,-0.3475321,-0.9995528,18967,1,31375,123,123,0,192,16452,2515826253,35742,23086,0,35751,103124891,198,4696,65535,3932416,65535,3932416,35,786,36,795,584,35751,42739,318,1412,256,857391738,3329575119,0.001,857391.7787,1685200798,0.00018,6.02e-06,0.163191,0.000237909,0.000806189,0.00301364,0.01053884,2,0,0,0,1,4,29,31,31,1.068966,571163,1703958,"0"
1052,288230376151728128,7.486054,3,2048,56039,443,6,443,32802,11503,45673255,12969,0,1400,1392.392,83.47099,0.825443,0.000228219,0.004963828,4381.748,6101112,0.4807358,0.9994323,18995,0,1,64,64,0,0,16452,4210735160,32694,48073716,4,32801,12930,0,1149000,65535,130934.4,65535,131584,125,125,126,283,196,32802,32880,318,1460,64,1734228545,3051338626,0.001,1734228.627,1684161775,0.02474995,3.97e-06,0.825295,0.004849669,0.01968351,0.02488198,0,2,0,0,0,2,1,40,40,20,1,4010529,5517612799,"0"
723,288230376151728128,2.470695,3,2048,59603,443,6,443,3006,1425,4161828,8130,0,1400,1384.507,129.3338,0.865273,0.000821921,0.01668351,1216.662,1684477,0.3568043,0.9961007,18995,0,1,64,64,0,0,16452,3070289037,2983,6122787,2,3005,7051,2,845700,65535,130993.6,65535,131584,20,19,21,283,206,3006,9031,318,1460,64,3578977022,1161197678,0.1,357897707.5,1328022798,0.02325,1.3e-05,0.865119,0.01016058,0.03367474,0.023394,0,2,0,0,0,9,1,62,166,18.44444,2.677419,1255179,1695639099,"0"
1082,288230376151728128,3.689747,3,2048,57398,443,6,443,19181,9084,26800363,11674,0,1400,1397.235,56.85943,0.786053,0.000192365,0.005902071,5198.459,7263469,0.3572263,0.9991293,18995,0,1,64,64,0,0,16452,3357580783,19145,32408662,3,19180,11635,1,271600,65535,130949.9,65535,131584,146,144,147,283,76,19181,57550,318,1460,64,1707425317,1882499106,0.1,170742534.2,1515161285,0.024449,6.02e-06,0.785898,0.003055143,0.0187944,0.024643,0,2,0,0,0,3,1,46,46,15.33333,1,7221301,9970169646,"0"
801,288230376151728128,1.04184,3,2048,59673,443,6,443,1142,546,1571245,6777,0,1400,1375.871,172.3385,0.700942,0.000912294,0.02083677,1096.138,1508144,0.3530806,0.9914108,18963,0,1,64,64,0,0,16452,1872250465,1134,1870417,1,1141,6738,1,126000,65535,131003.7,65535,131584,10,12,11,283,76,1142,3433,318,1460,64,153286122,342311644,0.1,15328612.43,1670591997,0.02608499,3.3e-05,0.70079,0.01267909,0.0518415,0.02623801,0,2,0,0,0,4,1,163,163,40.75,1,1379747,1862040803,"0"
474,288230376151728128,1.23296,3,2048,443,59406,6,443,954,2283,8150,3150438,0,1400,8.542977,86.37327,0.779698,0.00129241,0.02528228,773.7477,6610.109,-0.4105653,-0.9948395,18999,1,12549,123,123,0,192,16452,3103511909,948,9113,1,954,2972390,41,4697,65535,3932416,65535,3932416,20,794,21,795,716,954,3407,318,1412,256,1685723278,910659663,0.1,168572330.3,1517347880,0.000144,1.8e-05,0.004910976,0.000344332,0.0005199,0.006276112,0.03602787,2,0,0,0,1,9,45,163,163,3.622222,159997,1399530,"0"
212,288230376151728128,0.906725,3,2048,443,57876,6,443,689,1411,6809,1943817,0,1400,9.882439,93.55362,0.588776,0.001316001,0.02247513,759.8776,7509.443,-0.3438095,-0.9930186,18963,1,498,123,123,0,192,16452,3070237921,688,6770,0,689,1705558,26,2800,65535,2065921,65535,2066688,159,475,160,795,72,689,2645,318,1412,256,1269448659,1667589808,0.001,1269448.719,1684643171,0.000136,1.6e-05,0.005153984,0.000233242,0.000238004,0.01082694,0.05167667,2,0,0,0,1,9,143,165,165,1.153846,160105,1455675,"0"
971,288230376151728128,10.038213,3,2048,59822,443,6,443,70459,34149,98543453,20198,0,1400,1398.593,36.52812,0.77822,0.000142468,0.003198987,7019.078,9816833,0.3471054,0.9995902,18995,0,1,64,64,0,0,18500,553424132,4878,101949235,3,4922,20159,1,549759,65535,131014.4,65535,131584,270,269,271,283,76,4923,14779,318,1460,64,3466454534,2431033834,0.004,13865818.79,1672055164,0.030236,9.6e-07,0.77804,0.003000518,0.0062952,0.03043398,0,2,0,0,0,6,1,36,36,6,1,3064468,4211137838,"0"
823,288230376151728128,0,3,2048,137,137,17,137,1,0,68,0,68,68,68,0,0,0,0,0,0,1,1,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,3,2,1,1,0.3333333,1,1876049,2560215717,"0"
1050,288230376151728128,10.771114,3,2048,54277,443,6,443,73801,36386,103196455,25062,0,1400,1398.307,40.05226,0.93822,0.000145946,0.003697133,6851.751,9580852,0.3395591,0.9995143,18995,0,1,64,64,0,0,18500,1655596239,8222,105700712,4,8264,25023,1,522447,65535,131014.4,65535,131584,462,461,463,283,78,8265,24805,318,1460,64,2815518016,2326067154,0.001,2815518.15,1683242645,0.027336,2.05e-06,0.93809,0.003097676,0.006388504,0.02754195,0,2,0,0,0,4,1,36,36,9,1,4879848,6747961749,"0"
610,288230376151728128,2.164604,3,2048,57007,443,6,443,3153,1684,3999581,7008,0,1400,1268.5,351.4156,0.709693,0.000686522,0.01351099,1456.618,1847720,0.3037007,0.9965017,18995,0,1,64,64,0,0,16452,2702289312,3121,6229611,1,3152,7008,0,695963,65535,130956.8,65535,131584,18,20,19,283,196,3153,9466,318,1460,64,394434309,3458062585,0.1,39443431.49,1646459001,0.028074,1.3e-05,0.709519,0.009473802,0.0351994,0.02822299,0,2,0,0,0,7,1,146,150,21.42857,1.027397,1144946,1524389274,"0"
1252,288230376151728128,12.80851,3,2048,58733,443,6,443,92740,45649,129678939,26616,0,1400,1398.306,37.73349,0.825738,0.000138111,0.002896527,7240.499,10100000,0.3402799,0.9995896,18995,0,1,64,64,0,0,18500,3742175865,27150,133668803,5,27203,26577,1,555364,65535,131068.8,65535,131584,445,446,446,283,78,27204,16086,318,1460,64,3764568491,950767374,0.1,376456854.7,1309458156,0.02447,1.98e-06,0.8254479,0.002638854,0.008665634,0.024612,0,2,0,0,0,11,1,2,12,1.090909,6,9977454,13857733904,"0"
374,288230376151728128,1.138019,3,2048,53716,443,6,443,1086,468,1495761,6730,0,1400,1377.312,169.2831,0.803851,0.0010479,0.02446206,954.2899,1314355,0.3976834,0.9910415,18995,0,1,64,64,0,0,16452,690558619,1075,2144198,1,1085,6695,0,257600,65535,130953.6,65535,131584,10,10,11,283,68,1086,3268,318,1460,64,1483941716,1565255605,0.1,148394173.8,1537662688,0.02717002,2.3e-05,0.8036759,0.01454626,0.07407377,0.02737002,0,2,0,0,0,9,1,54,148,16.44444,2.740741,647187,874167238,"0"
471,288230376151728128,0.911045,3,2048,443,58128,6,443,623,1137,6737,1568840,0,1400,10.8138,98.28761,0.619158,0.001462351,0.02485505,683.8301,7394.805,-0.2920454,-0.9914482,18967,1,10754,123,123,0,192,16452,3176013832,619,7735,0,623,1428503,12,3298,65535,1714026,65535,1715968,116,430,117,795,584,623,2207,318,1412,256,4175435820,3691660336,0.001,4175436.018,1681737549,0.000192,1.1e-05,0.004882016,0.000244192,0.000226723,0.0143963,0.05753106,2,0,0,0,1,6,47,161,161,3.425532,155549,1461163,"0"
77,288230376151728128,0,3,2048,123,55941,17,123,1,1,48,48,48,48,48,0,0,0,0,0,0,0,0,1,65535,0,53,53,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65535,0,0,0,0.03586201,0,0,0,0,0,1,3,1,1,1,1,1,48,"0"
