"flowInd","flowStat","duration","numHdrs","ethType","srcPort","dstPort","l4Proto","dstPortClassN","numPktsSnt","numPktsRcvd","numBytesSnt","numBytesRcvd","minPktSz","maxPktSz","avePktSize","stdPktSize","maxIAT","aveIAT","stdIAT","pktps","bytps","pktAsm","bytAsm","tcpFStat","ipMindIPID","ipMaxdIPID","ipMinTTL","ipMaxTTL","ipTTLChg","ipToS","ipFlags","ipOptCnt","tcpISeqN","tcpPSeqCnt","tcpSeqSntBytes","tcpPAckCnt","tcpFlwLssAckRcvdBytes","tcpAckFaultCnt","tcpBFlgtMx","tcpInitWinSz","tcpAveWinSz","tcpMinWinSz","tcpMaxWinSz","tcpWinSzDwnCnt","tcpWinSzUpCnt","tcpWinSzChgDirCnt","tcpFlags","tcpAnomaly","tcpOptPktCnt","tcpOptCnt","tcpOptions","tcpMSS","tcpWS","tcpTmS","tcpTmER","tcpEcI","tcpUtm","tcpBtm","tcpSSASAATrip","tcpRTTAckTripMin","tcpRTTAckTripMax","tcpRTTAckTripAve","tcpRTTAckTripJitAve","tcpRTTSseqAA","tcpRTTAckJitAve","tcpStatesAFlags","icmpStat","icmpTCcnt","icmpPFindex","connSip","connDip","connSipDip","connSipDprt","connF","connG","connNumPCnt","connNumBCnt","isLab"
22,288230376151728128,0,3,2048,53,58550,17,53,1,1,58,69,58,58,58,0,0,0,0,0,0,0,-0.08661418,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0.003763008,0,0,0,0,0,1,2,7,7,7,1,11,730,"0"
3,68,3592.141405,2,2054,0,0,0,0,299,0,8372,0,28,28,28,0,18.02256,12.01385,0.7122873,0.08323726,2.330643,1,1,0,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
32,288230376151728128,806.206331,3,2048,5353,5353,17,5353,194,0,46088,0,90,522,237.567,128.9509,147.5589,4.155703,15.50032,0.2406332,57.1665,1,1,1,52215,62531,255,255,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1,202,46312,"0"
34,288230376151728128,14.379543,3,2048,443,49371,6,443,9,0,168,0,0,24,18.66667,8.297421,7.270422,1.597727,2.154838,0.6258891,11.68326,-1,1,19,1,1,55,55,0,2,64,0,816812819,2,24,9,0,0,0,503,503,503,503,0,0,0,281,0,9,27,258,0,0,583442377,1816879945,0.001,583442.4047,1690052678,0,65535,0,0,0,0,0,3,0,0,0,1,3,1,1,1,1,9,168,"0"
145,288230376151728128,0,3,2048,59597,53,17,53,1,1,49,38,49,49,49,0,0,0,0,0,0,0,0.1264368,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00393,0.00393,0.00393,0.00393,0,0.00393,0,0,0,0,0,5,1,52,52,10.4,1,10586,2000795,"0"
128,576460752303456256,0,3,34525,49902,56619,6,49902,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,65535,0,64,64,0,0,0,0,2211819700,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,65535,0,0,0,0.000192,0,67,0,0,0,2,2,3,3,1.5,1,16,4859,"0"
39,288230376151728128,0,3,2048,53,54033,17,53,1,1,58,69,58,58,58,0,0,0,0,0,0,0,-0.08661418,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0.005248,0,0,0,0,0,1,1,7,7,7,1,15,922,"0"
117,288230376151728128,0.59705,3,2048,7000,51137,6,7000,6,8,1709,41,0,1448,284.8333,439.2161,0.389392,0.09950833,0.1124564,10.04941,2862.407,-0.1428571,0.9531429,2579,0,0,64,64,0,0,64,0,4023430450,6,1709,6,41,0,1709,65535,120589.6,65535,131712,0,1,1,795,0,6,22,286,1460,64,875987371,293059646,0.001,875987.4126,1689712353,0.389258,0.029664,0.389259,0.2169121,0.1313467,0.2245715,0.1316491,0,0,0,0,2,3,1,1,0.5,1,2456,470122,"0"
31,576460752303456256,845.145645,3,34525,0,0,58,0,22,26,456,740,16,24,20.72727,3.673774,133.0627,38.41571,41.08233,0.02603102,0.539552,-0.08333334,-0.2374582,1,65535,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004275008,0.002466016,133.0625,25.61578,35.82193,39.86998,45.64967,0,1,22,0,1,2,3,1,1,0.3333333,0,4198402,"0"
8,288230376151728128,57.284031,3,2048,443,49374,6,443,12,0,567,0,0,63,47.25,21.97542,28.61288,4.773669,7.915501,0.2094825,9.898046,-1,1,19,1,1,55,55,0,2,16448,0,658184418,3,63,12,0,0,0,501,501,501,501,0,0,0,281,0,12,36,258,0,0,1847174654,117197183,0.01,18471746.13,1672163947,0,65535,0,0,0,0,0,3,0,0,0,1,5,1,3,3,3,12,567,"0"
124,288230376151728128,85.812064,3,2048,5353,5353,17,5353,28,0,784,0,28,28,28,0,61.23427,3.064717,11.33121,0.3262945,9.136245,1,1,1,1,3,1,1,0,0,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,2,2,1,1,0.5,1,114,13421,"0"
213,288230376151728128,21.230958,3,2048,5353,5353,17,5353,2,0,612,0,306,306,306,0,21.23096,10.61548,7.506278,0.09420206,28.82583,1,1,1,28397,28397,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,2,1,2,1,0.5,0.5,13328,2532359,"0"
56,576460752303456256,0,3,34525,49380,55890,6,49380,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,65535,0,64,64,0,0,0,0,4081141922,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0.000235968,0,67,0,0,0,1,2,3,3,3,1,102,10015,"0"
160,288230376151728128,0,3,2048,60029,53,17,53,1,1,69,58,69,69,69,0,0,0,0,0,0,0,0.08661418,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.006136,0.006136,0.006136,0.006136,0,0.006136,0,0,0,0,0,3,1,48,48,16,1,10847,2048016,"0"
20,288230376151728128,0,3,2048,49437,53,17,53,1,1,69,58,69,69,69,0,0,0,0,0,0,0,0.08661418,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004894976,0.004894976,0.004894976,0.004894976,0,0.004894976,0,0,0,0,0,2,1,26,26,13,1,938,169511,"0"
137,288230376151728128,0.080647,3,2048,51244,7000,6,7000,7,6,41,1709,0,41,5.857143,11.95476,0.033484,0.011521,0.01207196,86.79802,508.3884,0.07692308,-0.9531429,2579,29658,54160,64,64,0,0,68,0,3802183070,6,41,6,1709,1,41,65535,123338.6,65535,131744,1,2,2,283,8,7,25,286,1460,32,293268432,2305515984,0.1,29326843.64,1661261706,0.000453984,0.000126976,0.02290598,0.007803152,0.009070517,0.01416099,0,0,0,0,0,1,2,2,2,2,1,66,2891,"0"
20,576460752303456256,3451.511958,3,34525,57516,49158,6,49158,24,24,0,0,0,0,0,0,150.1308,143.813,23.8101,0.006953475,0,0,0,17,65535,0,64,64,0,0,0,0,2493105982,24,0,24,0,23,0,2048,2048,2048,2048,0,0,0,16,136,0,0,0,0,0,0,0,0,0,0,0,0.000132992,0.000439008,0.000237791,4.96e-05,0,0,3,0,0,0,1,1,2,2,2,1,207,8682,"0"
11,288230376151728128,0,3,2048,53,58167,17,53,1,1,58,69,58,58,58,0,0,0,0,0,0,0,-0.08661418,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0.005342976,0,0,0,0,0,1,3,47,47,47,1,25,1444,"0"
19,288230376151728128,0,3,2048,56698,53,17,53,1,0,49,0,49,49,49,0,0,0,0,0,0,1,1,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,2,1,13,13,6.5,1,1767,330578,"0"
31,288230376151728128,0,3,2048,54160,53,17,53,1,1,48,37,48,48,48,0,0,0,0,0,0,0,0.1294118,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009726016,0.009726016,0.009726016,0.009726016,0,0.009726016,0,0,0,0,0,3,1,18,18,6,1,1747,323065,"0"
102,288230376151728128,0,3,2048,138,138,17,138,1,0,201,0,201,201,201,0,0,0,0,0,0,1,1,1,65535,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,2,2,2,1,0.5,0.5,133,12187,"0"
15,288230376151728128,0,3,2048,50183,53,17,53,1,1,48,37,48,48,48,0,0,0,0,0,0,0,0.1294118,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022112,0.022112,0.022112,0.022112,0,0.022112,0,0,0,0,0,2,1,36,36,18,1,938,169511,"0"
162,288230376151728128,0,3,2048,53,52894,17,53,1,1,57,68,57,57,57,0,0,0,0,0,0,0,-0.088,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65535,0,0,0,0.005971968,0,0,0,0,0,1,3,43,43,43,1,108,7099,"0"
211,288230376151728128,0,3,2048,51011,53,17,53,1,1,49,38,49,49,49,0,0,0,0,0,0,0,0.1264368,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.007133,0.007133,0.007133,0.007133,0,0.007133,0,0,0,0,0,3,1,4,4,1.333333,1,13155,2495144,"0"
6,288230376151728128,81.16252,3,2048,5353,5353,17,5353,2,0,711,0,341,370,355.5,10.25305,81.16252,40.58126,28.69529,0.02464192,8.760201,1,1,1,3274,3274,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,2,2,1,1,0.5,1,1119,214237,"0"
30,288230376151728128,1.537414,3,2048,137,137,17,137,3,0,150,0,50,50,50,0,0.821302,0.5124714,0.272996,1.951329,97.56644,1,1,1,1,1,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0.5,12,575,"0"
148,288230376151728128,0,3,2048,52006,53,17,53,1,1,69,58,69,69,69,0,0,0,0,0,0,0,0.08661418,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.004692992,0.004692992,0.004692992,0.004692992,0,0.004692992,0,0,0,0,0,5,1,46,46,9.2,1,10586,2000795,"0"
36,288230376151728128,187.394204,3,2048,5353,5353,17,5353,6,0,723,0,108,133,120.5,11.05149,176.4368,31.23237,56.48402,0.03201807,3.858177,1,1,1,10218,45376,255,255,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,6,723,"0"
197,288230376151728128,1.025392,3,2048,5353,5353,17,5353,7,0,196,0,28,28,28,0,1.022757,0.1464846,0.3205428,6.826657,191.1464,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,2,2,1,1,0.5,1,116,21654,"0"
81,288230376151728128,0,3,2048,56752,53,17,53,1,1,69,58,69,69,69,0,0,0,0,0,0,0,0.08661418,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005745984,0.005745984,0.005745984,0.005745984,0,0.005745984,0,0,0,0,0,3,1,24,24,8,1,7034,1344618,"0"
209,288230376151728128,0,3,2048,61571,53,17,53,1,1,68,57,68,68,68,0,0,0,0,0,0,0,0.088,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.006197,0.006197,0.006197,0.006197,0,0.006197,0,0,0,0,0,3,1,8,8,2.666667,1,13155,2495144,"0"
112,576460752303456256,264.868106,3,34525,5353,5353,17,5353,53,0,11465,0,90,522,216.3208,115.7586,126.1162,4.997512,18.36093,0.2000996,43.28569,1,1,1,65535,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,105,21107,"0"
12,69,3452.729202,2,2054,0,0,0,0,31,44,868,2024,28,28,28,0,255.6937,111.3784,40.48041,0.008978404,0.2513953,-0.1733333,-0.3997234,0,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
69,576460752303456256,1.025456,3,34525,5353,5353,17,5353,8,0,224,0,28,28,28,0,1.021966,0.128182,0.3029766,7.801408,218.4394,1,1,1,65535,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1,47,8938,"0"
31,288230376151728128,197.940873,3,2048,5353,5353,17,5353,13,0,1504,0,108,133,115.6923,10.64398,146.6384,15.22622,36.61338,0.06567618,7.598228,1,1,1,5353,24325,255,255,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,13,1504,"0"
83,288230376151728128,0,3,2048,53,58248,17,53,1,1,38,49,38,38,38,0,0,0,0,0,0,0,-0.1264368,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0.002822016,0,0,0,0,0,1,3,19,19,19,1,49,2588,"0"
98,288230376151728128,1.025417,3,2048,5353,5353,17,5353,8,0,224,0,28,28,28,0,1.02267,0.1281771,0.3032157,7.801704,218.4477,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,2,1,1,1,0.5,1,38,1723,"0"
40,576460752303456256,441.997724,3,34525,3722,3722,17,3722,7,0,28,0,4,4,4,0,78.00179,63.14253,20.92338,0.01583719,0.06334875,1,1,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,2,1,1,1,0.5,1,89,13207,"0"
84,288230376151728128,0,3,2048,62224,53,17,53,1,1,48,37,48,48,48,0,0,0,0,0,0,0,0.1294118,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004241008,0.004241008,0.004241008,0.004241008,0,0.004241008,0,0,0,0,0,1,1,6,6,6,1,1636,320533,"0"
130,288230376151728128,0.097078,3,2048,5353,5353,17,5353,2,0,358,0,129,229,179,35.35534,0.097078,0.048539,0.03432226,20.60199,3687.756,1,1,1,34182,34182,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,2,3,1,1,0.5,1,3651,701434,"0"
11,288230376151728128,0,3,2048,53,50170,17,53,1,1,58,69,58,58,58,0,0,0,0,0,0,0,-0.08661418,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0.004254,0,0,0,0,0,1,2,43,43,43,1,24,1144,"0"
51,288230376151728128,0,3,2048,53,65382,17,53,1,1,57,68,57,57,57,0,0,0,0,0,0,0,-0.088,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0.002970048,0,0,0,0,0,2,1,15,15,7.5,1,39,2062,"0"
57,288230376151728128,0,3,2048,52391,53,17,53,1,1,69,58,69,69,69,0,0,0,0,0,0,0,0.08661418,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00315,0.00315,0.00315,0.00315,0,0.00315,0,0,0,0,0,1,2,4,4,4,1,1011,196940,"0"
165,288230376151728128,0,3,2048,59722,53,17,53,1,1,49,38,49,49,49,0,0,0,0,0,0,0,0.1264368,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00681504,0.00681504,0.00681504,0.00681504,0,0.00681504,0,0,0,0,0,3,1,38,38,12.66667,1,10847,2048016,"0"
46,288230376151728128,0,3,2048,138,138,17,138,1,0,201,0,201,201,201,0,0,0,0,0,0,1,1,1,65535,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,16,1288,"0"
18,288230376151728128,0,3,2048,57076,53,17,53,1,1,68,57,68,68,68,0,0,0,0,0,0,0,0.088,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003424,0.003424,0.003424,0.003424,0,0.003424,0,0,0,0,0,3,1,34,34,11.33333,1,1132,201310,"0"
147,288230376151728128,0,3,2048,53,58547,17,53,1,1,38,49,38,38,38,0,0,0,0,0,0,0,-0.1264368,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65535,0,0,0,0.004493984,0,0,0,0,0,1,5,47,47,47,1,96,6527,"0"
110,288230376151728128,0,3,2048,5353,5353,17,5353,1,0,887,0,887,887,887,0,0,0,0,0,0,1,1,1,65535,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,2,2,1,1,0.5,1,2586,495143,"0"
56,576460752303456256,0,3,34525,55890,49380,6,49380,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,65535,0,64,64,0,0,0,0,2320520702,1,0,1,0,0,0,2048,2048,2048,2048,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0.000235968,0.000235968,0.000235968,0,0,0,3,0,0,0,2,1,4,4,2,1,226,45259,"0"
101,288230376151728128,7.004737,3,2048,5353,5353,17,5353,4,0,688,0,172,172,172,0,4.000858,1.751184,1.256336,0.5710421,98.21925,1,1,1,18651,18651,255,255,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1219,236707,"0"
125,288230376151728128,0,3,2048,53,60083,17,53,1,1,58,58,58,58,58,0,0,0,0,0,0,0,0,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65535,0,0,0,0.003730944,0,0,0,0,0,1,5,87,87,87,1,96,6527,"0"
21,68,3530.703737,2,2054,0,0,0,0,43,31,1978,868,46,46,46,0,180.3536,82.10939,26.6283,0.01217887,0.5602282,0.1621622,0.3900211,0,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
45,576460752303456256,1.023333,3,34525,5353,5353,17,5353,7,0,196,0,28,28,28,0,0.919669,0.1461904,0.2844418,6.840394,191.531,1,1,1,65535,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,12,959,"0"
13,288230376151728128,0,3,2048,53,55890,17,53,1,1,58,69,58,58,58,0,0,0,0,0,0,0,-0.08661418,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0.006943,0,0,0,0,0,2,3,12,12,6,1,9,684,"0"
30,576460752303456256,652.823661,3,34525,56619,49902,6,49902,39,33,18581,9889,0,1428,476.4359,620.197,201.7282,16.73907,49.27393,0.05974048,28.46251,0.08333334,0.3053038,2611,65535,0,64,64,0,0,0,0,2785397444,35,18582,38,9889,0,10659,65535,131011.9,65535,131328,8,8,9,218,16,33,103,286,1440,64,1582364630,981882616,1,1582364630,108220926.3,0.000374,5.2e-05,0.06953101,0.01109179,0.02280868,0.004877008,0,2,0,0,0,1,1,2,2,2,1,133,33423,"0"
29,288230376151728128,0,3,2048,52705,53,17,53,1,1,69,58,69,69,69,0,0,0,0,0,0,0,0.08661418,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007748992,0.007748992,0.007748992,0.007748992,0,0.007748992,0,0,0,0,0,3,1,22,22,7.333333,1,1747,323065,"0"
37,288230376151728128,0,3,2048,53913,53,17,53,1,1,49,38,49,49,49,0,0,0,0,0,0,0,0.1264368,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007590016,0.007590016,0.007590016,0.007590016,0,0.007590016,0,0,0,0,0,3,1,6,6,2,1,1756,324784,"0"
205,288230376151728128,0,3,2048,53,54509,17,53,1,1,38,49,38,38,38,0,0,0,0,0,0,0,-0.1264368,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65535,0,0,0,0.005593,0,0,0,0,0,1,3,15,15,15,1,121,7971,"0"
88,288230376151728128,178.89528,3,2048,137,137,17,137,6,0,300,0,50,50,50,0,177.4624,29.81588,50.69312,0.03353918,1.676959,1,1,1,25741,53591,64,64,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2101,387631,"0"
13,288230376151728128,0,3,2048,55890,53,17,53,1,1,69,58,69,69,69,0,0,0,0,0,0,0,0.08661418,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006943,0.006943,0.006943,0.006943,0,0.006943,0,0,0,0,0,3,2,13,13,4.333333,1,932,170123,"0"
54,288230376151728128,0,3,2048,53,50668,17,53,1,1,37,48,37,37,37,0,0,0,0,0,0,0,-0.1294118,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0.004562,0,0,0,0,0,2,1,9,9,4.5,1,39,2062,"0"
186,68,0,2,2054,0,0,0,0,1,1,28,28,28,28,28,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
68,288230376151728128,0,3,2048,138,138,17,138,1,0,201,0,201,201,201,0,0,0,0,0,0,1,1,1,65535,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,20,972,"0"
78,288230376151728128,0,3,2048,53,61877,17,53,1,1,38,49,38,38,38,0,0,0,0,0,0,0,-0.1264368,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0.006145984,0,0,0,0,0,1,1,17,17,17,1,51,2634,"0"
74,576460752303456256,1.025302,3,34525,5353,5353,17,5353,8,0,224,0,28,28,28,0,0.919822,0.1281628,0.2698117,7.802579,218.4722,1,1,1,65535,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,35,1705,"0"
90,288230376151728128,53.145813,3,2048,137,137,17,137,5,0,250,0,50,50,50,0,51.71138,10.62916,18.37423,0.09408079,4.70404,1,1,1,50786,48470,64,64,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,2,1,1,1,0.5,1,1190,219626,"0"
192,288230376151728128,241.970613,3,2048,5353,5353,17,5353,24,0,5352,0,108,522,223,118.1769,107.3154,10.08211,23.3554,0.0991856,22.11839,1,1,1,55496,49106,255,255,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,2,1,1,1,0.5,1,164,24912,"0"
97,288230376151728128,7.006981,3,2048,5353,5353,17,5353,4,0,688,0,172,172,172,0,4.001795,1.751745,1.256574,0.5708593,98.1878,1,1,1,55253,20330,255,255,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,2,2,1,2,1,2,1234,228395,"0"
172,288230376151728128,1090.361894,3,2048,59904,50025,6,50025,5,5,0,0,0,0,0,0,516.0438,218.0724,150.9954,0.004585633,0,0,0,17,7411,42831,64,64,0,0,4,0,2212078701,5,0,5,0,4,0,2048,2048,2048,2048,0,0,0,16,136,0,0,0,0,1,0,0,0,0,0,0,0.000201024,0.000268032,0.000239405,2.4e-05,0,0,3,0,0,0,1,1,2,2,2,1,181,28627,"0"
